,Position,Driver,Car,Time
5,1,Sebastian Vettel,Ferrari,1:16.276
7,2,Kimi Räikkönen,Ferrari,1:16.444
77,3,Valtteri Bottas,Mercedes,1:16.530
44,4,Lewis Hamilton,Mercedes,1:16.707
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:16.797
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:16.818
14,7,Fernando Alonso,McLaren Honda,1:17.549
2,8,Stoffel Vandoorne,McLaren Honda,1:17.894
55,9,Carlos Sainz,Toro Rosso,1:18.912
30,10,Jolyon Palmer,Renault,1:18.415
31,11,Esteban Ocon,Force India Mercedes,1:18.495
27,12,Nico Hulkenberg,Renault,1:17.468
11,13,Sergio Perez,Force India Mercedes,1:18.639
8,14,Romain Grosjean,Haas Ferrari,1:18.771
20,15,Kevin Magnussen,Haas Ferrari,1:19.095
26,16,Daniil Kvyat,Toro Rosso,1:18.538
18,17,Lance Stroll,Williams Mercedes,1:19.102
94,18,Pascal Wehrlein,Sauber Ferrari,1:19.839
40,19,Paul di Resta,Williams Mercedes,1:19.868
9,20,Marcus Ericsson,Sauber Ferrari,1:19.972
