,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
14,1,Fernando Alonso,McLaren Honda,69,1:20.182,196.697,15:42:42
7,2,Kimi Räikkönen,Ferrari,70,1:20.461,196.015,15:42:54
33,3,Max Verstappen,Red Bull Racing TAG Heuer,44,1:20.490,195.944,15:07:50
5,4,Sebastian Vettel,Ferrari,69,1:20.807,195.176,15:41:32
44,5,Lewis Hamilton,Mercedes,66,1:20.818,195.149,15:37:32
77,6,Valtteri Bottas,Mercedes,68,1:21.214,194.198,15:40:22
30,7,Jolyon Palmer,Renault,68,1:21.589,193.305,15:41:59
27,8,Nico Hulkenberg,Renault,61,1:21.611,193.253,15:32:21
26,9,Daniil Kvyat,Toro Rosso,42,1:21.631,193.206,15:06:03
9,10,Marcus Ericsson,Sauber Ferrari,66,1:21.752,192.920,15:40:51
55,11,Carlos Sainz,Toro Rosso,67,1:21.871,192.639,15:40:10
2,12,Stoffel Vandoorne,McLaren Honda,44,1:21.960,192.430,15:08:33
20,13,Kevin Magnussen,Haas Ferrari,67,1:22.100,192.102,15:40:34
11,14,Sergio Perez,Force India Mercedes,68,1:22.105,192.090,15:41:40
31,15,Esteban Ocon,Force India Mercedes,60,1:22.431,191.330,15:30:38
18,16,Lance Stroll,Williams Mercedes,53,1:22.830,190.409,15:21:34
40,17,Paul di Resta,Williams Mercedes,49,1:23.242,189.466,15:16:32
94,18,Pascal Wehrlein,Sauber Ferrari,50,1:23.573,188.716,15:17:52
8,19,Romain Grosjean,Haas Ferrari,19,1:24.702,186.201,14:33:37
