,Position,Driver,Car,Time
11,1,James Hunt,McLaren Ford,1:35.020
28,2,John Watson,Penske Ford,1:35.840
10,3,Ronnie Peterson,March Ford,1:36.340
6,4,Gunnar Nilsson,Lotus Ford,1:36.460
26,5,Jacques Laffite,Ligier Matra,1:36.520
16,6,Tom Pryce,Shadow Ford,1:36.560
9,7,Vittorio Brambilla,March Ford,1:36.590
8,8,Carlos Pace,Brabham Alfa Romeo,1:36.660
5,9,Mario Andretti,Lotus Ford,1:36.680
3,10,Jody Scheckter,Tyrrell Ford,1:36.910
34,11,Hans-Joachim Stuck,March Ford,1:36.950
12,12,Jochen Mass,McLaren Ford,1:37.220
4,13,Patrick Depailler,Tyrrell Ford,1:37.240
7,14,Carlos Reutemann,Brabham Alfa Romeo,1:37.240
19,15,Alan  Jones,Surtees Ford,1:37.600
18,16,Brett Lunger,Surtees Ford,1:37.620
30,17,Emerson Fittipaldi,Fittipaldi Ford,1:37.760
17,18,Jean-Pierre Jarier,Shadow Ford,1:37.880
22,19,Hans Binder,Ensign Ford,1:38.360
24,20,Harald Ertl,Hesketh Ford,1:39.090
20,21,Arturo Merzario,Wolf-Williams,1:39.330
38,22,Henri Pescarolo,Surtees Ford,1:39.840
39,23,Alessandro Pesenti-Rossi,Tyrrell Ford,1:40.670
33,24,Lella Lombardi,Brabham Ford,1:42.250
32,25,Loris Kessel,Brabham Ford,1:56.010
