,Position,Driver,Car,Laps,Time,Points
28,1,John Watson,Penske Ford,54,1:30:07.860,9
26,2,Jacques Laffite,Ligier Matra,54,+10.790s,6
6,3,Gunnar Nilsson,Lotus Ford,54,+11.980s,4
11,4,James Hunt,McLaren Ford,54,+12.440s,3
5,5,Mario Andretti,Lotus Ford,54,+21.490s,2
10,6,Ronnie Peterson,March Ford,54,+34.340s,1
12,7,Jochen Mass,McLaren Ford,54,+59.450s,0
24,8,Harald Ertl,Hesketh Ford,53,+1 lap,0
38,9,Henri Pescarolo,Surtees Ford,52,+2 laps,0
18,10,Brett Lunger,Surtees Ford,51,DNF,0
39,11,Alessandro Pesenti-Rossi,Tyrrell Ford,51,+3 laps,0
33,12,Lella Lombardi,Brabham Ford,50,+4 laps,0
22,NC,Hans Binder,Ensign Ford,47,DNF,0
32,NC,Loris Kessel,Brabham Ford,44,+10 laps,0
9,NC,Vittorio Brambilla,March Ford,43,DNF,0
30,NC,Emerson Fittipaldi,Fittipaldi Ford,43,DNF,0
17,NC,Jean-Pierre Jarier,Shadow Ford,40,DNF,0
8,NC,Carlos Pace,Brabham Alfa Romeo,40,DNF,0
19,NC,Alan  Jones,Surtees Ford,40,DNF,0
34,NC,Hans-Joachim Stuck,March Ford,26,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,24,DNF,0
20,NC,Arturo Merzario,Wolf-Williams,17,DNF,0
16,NC,Tom Pryce,Shadow Ford,14,DNF,0
3,NC,Jody Scheckter,Tyrrell Ford,14,DNF,0
7,NC,Carlos Reutemann,Brabham Alfa Romeo,0,DNF,0
