,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,Ferrari,1:11.710,1:11.524,1:10.764,18
77,2,Valtteri Bottas,Mercedes,1:11.950,1:11.514,1:10.857,20
33,3,Max Verstappen,Red Bull Racing TAG Heuer,1:12.008,1:11.472,1:10.937,16
44,4,Lewis Hamilton,Mercedes,1:11.835,1:11.740,1:10.996,21
7,5,Kimi Räikkönen,Ferrari,1:11.725,1:11.620,1:11.095,20
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:12.459,1:11.434,1:11.116,18
27,7,Nico Hulkenberg,Renault,1:12.795,1:11.916,1:11.973,15
31,8,Esteban Ocon,Force India Mercedes,1:12.577,1:12.141,1:12.084,14
55,9,Carlos Sainz,Renault,1:12.689,1:12.097,1:12.168,15
11,10,Sergio Perez,Force India Mercedes,1:12.702,1:12.395,1:12.671,13
20,11,Kevin Magnussen,Haas Ferrari,1:12.680,1:12.606,,22
28,12,Brendon Hartley,Scuderia Toro Rosso Honda,1:12.587,1:12.635,,17
16,13,Charles Leclerc,Sauber Ferrari,1:12.945,1:12.661,,22
14,14,Fernando Alonso,McLaren Renault,1:12.979,1:12.856,,14
2,15,Stoffel Vandoorne,McLaren Renault,1:12.998,1:12.865,,14
10,16,Pierre Gasly,Scuderia Toro Rosso Honda,1:13.047,,,8
18,17,Lance Stroll,Williams Mercedes,1:13.590,,,8
35,18,Sergey Sirotkin,Williams Mercedes,1:13.643,,,10
9,19,Marcus Ericsson,Sauber Ferrari,1:14.593,,,6
