,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:13.302,26
44,2,Lewis Hamilton,Mercedes,+0.088s,29
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.216s,24
5,4,Sebastian Vettel,Ferrari,+0.272s,19
77,5,Valtteri Bottas,Mercedes,+0.315s,31
7,6,Kimi Räikkönen,Ferrari,+0.425s,28
14,7,Fernando Alonso,McLaren Renault,+0.598s,27
55,8,Carlos Sainz,Renault,+0.814s,24
2,9,Stoffel Vandoorne,McLaren Renault,+1.009s,19
10,10,Pierre Gasly,Scuderia Toro Rosso Honda,+1.702s,31
31,11,Esteban Ocon,Force India Mercedes,+1.769s,29
8,12,Romain Grosjean,Haas Ferrari,+1.817s,21
9,13,Marcus Ericsson,Sauber Ferrari,+2.084s,30
16,14,Charles Leclerc,Sauber Ferrari,+2.137s,30
20,15,Kevin Magnussen,Haas Ferrari,+2.277s,21
28,16,Brendon Hartley,Scuderia Toro Rosso Honda,+2.454s,38
35,17,Sergey Sirotkin,Williams Mercedes,+2.466s,30
18,18,Lance Stroll,Williams Mercedes,+2.957s,16
34,19,Nicholas Latifi,Force India Mercedes,+3.843s,28
27,20,Nico Hulkenberg,Renault,,3
