,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
33,1,Max Verstappen,Red Bull Racing TAG Heuer,65,1:13.864,212.547,15:37:53
5,2,Sebastian Vettel,Ferrari,57,1:13.964,212.260,15:27:47
77,3,Valtteri Bottas,Mercedes,51,1:13.992,212.179,15:20:25
7,4,Kimi Räikkönen,Ferrari,59,1:14.075,211.941,15:30:42
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,59,1:14.159,211.701,15:30:36
44,6,Lewis Hamilton,Mercedes,66,1:14.183,211.633,15:39:19
11,7,Sergio Perez,Force India Mercedes,64,1:15.100,209.049,15:38:29
20,8,Kevin Magnussen,Haas Ferrari,65,1:15.401,208.214,15:39:42
8,9,Romain Grosjean,Haas Ferrari,56,1:15.470,208.024,15:28:17
16,10,Charles Leclerc,Sauber Ferrari,65,1:15.480,207.996,15:39:34
27,11,Nico Hulkenberg,Renault,64,1:15.588,207.699,15:38:02
31,12,Esteban Ocon,Force India Mercedes,61,1:15.610,207.639,15:34:17
55,13,Carlos Sainz,Renault,61,1:15.666,207.485,15:34:16
10,14,Pierre Gasly,Scuderia Toro Rosso Honda,67,1:15.699,207.395,15:42:12
2,15,Stoffel Vandoorne,McLaren Renault,55,1:15.765,207.214,15:27:39
35,16,Sergey Sirotkin,Williams Mercedes,53,1:15.924,206.780,15:25:09
14,17,Fernando Alonso,McLaren Renault,33,1:16.180,206.085,14:58:44
9,18,Marcus Ericsson,Sauber Ferrari,62,1:16.403,205.484,15:36:27
