,Position,Driver,Car,Time / Gap,Laps
22,1,Lewis Hamilton,McLaren Mercedes,1:35.055,32
2,2,Felipe Massa,Ferrari,+0.151s,33
1,3,Kimi Räikkönen,Ferrari,+0.373s,36
16,4,Jenson Button,Honda,+0.982s,40
15,5,Sebastian Vettel,STR Ferrari,+1.419s,35
11,6,Jarno Trulli,Toyota,+1.438s,38
23,7,Heikki Kovalainen,McLaren Mercedes,+1.457s,30
4,8,Robert Kubica,Sauber BMW,+1.616s,33
21,9,Giancarlo Fisichella,Force India Ferrari,+1.701s,37
8,10,Kazuki Nakajima,Williams Toyota,+1.783s,34
17,11,Rubens Barrichello,Honda,+1.824s,38
7,12,Nico Rosberg,Williams Toyota,+1.853s,36
3,13,Nick Heidfeld,Sauber BMW,+2.051s,35
5,14,Fernando Alonso,Renault,+2.273s,23
6,15,Nelson Piquet,Renault,+2.276s,42
10,16,Mark Webber,Red Bull Renault,+2.291s,37
12,17,Timo Glock,Toyota,+2.457s,35
20,18,Adrian Sutil,Force India Ferrari,+2.559s,35
18,19,Takuma Sato,Super Aguri Honda,+3.966s,27
19,20,Anthony Davidson,Super Aguri Honda,+4.306s,30
14,21,Sebastien Bourdais,STR Ferrari,,1
