,Position,Driver,Car,Laps,Time,Points
1,1,Kimi Räikkönen,Ferrari,56,1:31:18.555,10
4,2,Robert Kubica,Sauber BMW,56,+19.570s,8
23,3,Heikki Kovalainen,McLaren Mercedes,56,+38.450s,6
11,4,Jarno Trulli,Toyota,56,+45.832s,5
22,5,Lewis Hamilton,McLaren Mercedes,56,+46.548s,4
3,6,Nick Heidfeld,Sauber BMW,56,+49.833s,3
10,7,Mark Webber,Red Bull Renault,56,+68.130s,2
5,8,Fernando Alonso,Renault,56,+70.041s,1
9,9,David Coulthard,Red Bull Renault,56,+76.220s,0
16,10,Jenson Button,Honda,56,+86.214s,0
6,11,Nelson Piquet,Renault,56,+92.202s,0
21,12,Giancarlo Fisichella,Force India Ferrari,55,+1 lap,0
17,13,Rubens Barrichello,Honda,55,+1 lap,0
7,14,Nico Rosberg,Williams Toyota,55,+1 lap,0
19,15,Anthony Davidson,Super Aguri Honda,55,+1 lap,0
18,16,Takuma Sato,Super Aguri Honda,54,+2 laps,0
8,17,Kazuki Nakajima,Williams Toyota,54,+2 laps,0
15,NC,Sebastian Vettel,STR Ferrari,39,DNF,0
2,NC,Felipe Massa,Ferrari,30,DNF,0
20,NC,Adrian Sutil,Force India Ferrari,5,DNF,0
12,NC,Timo Glock,Toyota,1,DNF,0
14,NC,Sebastien Bourdais,STR Ferrari,0,DNF,0
