,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:38.037,16
44,2,Lewis Hamilton,Mercedes,+0.146s,16
5,3,Sebastian Vettel,Ferrari,+0.628s,12
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.024s,13
7,5,Kimi Räikkönen,Ferrari,+1.118s,11
26,6,Daniil Kvyat,Red Bull Racing TAG Heuer,+1.588s,14
55,7,Carlos Sainz,Toro Rosso Ferrari,+1.639s,12
22,8,Jenson Button,McLaren Honda,+1.937s,11
27,9,Nico Hulkenberg,Force India Mercedes,+2.132s,13
33,10,Max Verstappen,Toro Rosso Ferrari,+2.195s,13
11,11,Sergio Perez,Force India Mercedes,+2.310s,15
14,12,Fernando Alonso,McLaren Honda,+2.501s,11
77,13,Valtteri Bottas,Williams Mercedes,+2.791s,10
8,14,Romain Grosjean,Haas Ferrari,+3.321s,9
9,15,Marcus Ericsson,Sauber Ferrari,+3.356s,18
88,16,Rio Haryanto,MRT Mercedes,+3.577s,20
30,17,Jolyon Palmer,Renault,+3.779s,16
94,18,Pascal Wehrlein,MRT Mercedes,+4.871s,14
12,19,Felipe Nasr,Sauber Ferrari,+4.943s,8
20,20,Kevin Magnussen,Renault,,6
21,21,Esteban Gutierrez ,Haas Ferrari,,2
19,22,Felipe Massa,Williams Mercedes,,4
