,Position,Driver,Car,Time / Gap,Laps
7,1,Kimi Räikkönen,Ferrari,1:36.896,35
5,2,Sebastian Vettel,Ferrari,+0.109s,33
6,3,Nico Rosberg,Mercedes,+0.237s,33
44,4,Lewis Hamilton,Mercedes,+0.433s,33
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.247s,31
33,6,Max Verstappen,Toro Rosso Ferrari,+1.372s,28
27,7,Nico Hulkenberg,Force India Mercedes,+1.631s,31
55,8,Carlos Sainz,Toro Rosso Ferrari,+1.646s,32
11,9,Sergio Perez,Force India Mercedes,+1.673s,31
77,10,Valtteri Bottas,Williams Mercedes,+1.827s,34
14,11,Fernando Alonso,McLaren Honda,+1.832s,31
22,12,Jenson Button,McLaren Honda,+1.932s,28
26,13,Daniil Kvyat,Red Bull Racing TAG Heuer,+2.282s,31
19,14,Felipe Massa,Williams Mercedes,+2.318s,34
30,15,Jolyon Palmer,Renault,+2.878s,32
8,16,Romain Grosjean,Haas Ferrari,+2.994s,22
94,17,Pascal Wehrlein,MRT Mercedes,+3.045s,36
9,18,Marcus Ericsson,Sauber Ferrari,+3.083s,35
88,19,Rio Haryanto,MRT Mercedes,+3.654s,33
12,20,Felipe Nasr,Sauber Ferrari,+4.170s,32
21,21,Esteban Gutierrez ,Haas Ferrari,+6.058s,4
