,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
27,1,Nico Hulkenberg,Force India Mercedes,48,1:39.824,196.581,15:30:49
8,2,Romain Grosjean,Haas Ferrari,47,1:39.923,196.387,15:29:27
22,3,Jenson Button,McLaren Honda,46,1:40.298,195.652,15:27:07
21,4,Esteban Gutierrez ,Haas Ferrari,45,1:40.368,195.516,15:25:41
33,5,Max Verstappen,Toro Rosso Ferrari,41,1:40.399,195.456,15:18:21
6,6,Nico Rosberg,Mercedes,38,1:40.418,195.419,15:12:09
12,7,Felipe Nasr,Sauber Ferrari,42,1:40.582,195.100,15:20:53
7,8,Kimi Räikkönen,Ferrari,40,1:40.593,195.079,15:16:26
5,9,Sebastian Vettel,Ferrari,37,1:40.610,195.046,15:10:55
44,10,Lewis Hamilton,Mercedes,32,1:40.662,194.945,15:02:44
3,11,Daniel Ricciardo,Red Bull Racing TAG Heuer,55,1:41.015,194.264,15:41:41
55,12,Carlos Sainz,Toro Rosso Ferrari,35,1:41.485,193.364,15:07:58
94,13,Pascal Wehrlein,MRT Mercedes,48,1:41.489,193.356,15:31:05
26,14,Daniil Kvyat,Red Bull Racing TAG Heuer,38,1:41.546,193.248,15:12:39
77,15,Valtteri Bottas,Williams Mercedes,23,1:41.558,193.225,14:46:52
19,16,Felipe Massa,Williams Mercedes,34,1:41.815,192.737,15:06:00
11,17,Sergio Perez,Force India Mercedes,30,1:41.846,192.679,14:59:16
88,18,Rio Haryanto,MRT Mercedes,42,1:42.009,192.371,15:21:03
14,19,Fernando Alonso,McLaren Honda,36,1:42.226,191.962,15:09:50
30,20,Jolyon Palmer,Renault,26,1:42.232,191.951,14:52:54
20,21,Kevin Magnussen,Renault,22,1:42.311,191.803,14:45:37
9,22,Marcus Ericsson,Sauber Ferrari,41,1:43.269,190.024,15:18:36
