,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,56,1:38:53.891,25
5,2,Sebastian Vettel,Ferrari,56,+37.776s,18
26,3,Daniil Kvyat,Red Bull Racing TAG Heuer,56,+45.936s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,56,+52.688s,12
7,5,Kimi Räikkönen,Ferrari,56,+65.872s,10
19,6,Felipe Massa,Williams Mercedes,56,+75.511s,8
44,7,Lewis Hamilton,Mercedes,56,+78.230s,6
33,8,Max Verstappen,Toro Rosso Ferrari,56,+79.268s,4
55,9,Carlos Sainz,Toro Rosso Ferrari,56,+84.127s,2
77,10,Valtteri Bottas,Williams Mercedes,56,+86.192s,1
11,11,Sergio Perez,Force India Mercedes,56,+94.283s,0
14,12,Fernando Alonso,McLaren Honda,56,+97.253s,0
22,13,Jenson Button,McLaren Honda,56,+101.990s,0
21,14,Esteban Gutierrez ,Haas Ferrari,55,+1 lap,0
27,15,Nico Hulkenberg,Force India Mercedes,55,+1 lap,0
9,16,Marcus Ericsson,Sauber Ferrari,55,+1 lap,0
20,17,Kevin Magnussen,Renault,55,+1 lap,0
94,18,Pascal Wehrlein,MRT Mercedes,55,+1 lap,0
8,19,Romain Grosjean,Haas Ferrari,55,+1 lap,0
12,20,Felipe Nasr,Sauber Ferrari,55,+1 lap,0
88,21,Rio Haryanto,MRT Mercedes,55,+1 lap,0
30,22,Jolyon Palmer,Renault,55,+1 lap,0
