,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,56,1:33:50.991,25
5,2,Sebastian Vettel,Ferrari,56,+10.143s,18
7,3,Kimi Räikkönen,Ferrari,56,+15.779s,15
33,4,Max Verstappen,Red Bull Racing TAG Heuer,56,+16.768s,12
77,5,Valtteri Bottas,Mercedes,56,+34.967s,10
31,6,Esteban Ocon,Force India Mercedes,56,+90.980s,8
55,7,Carlos Sainz,Renault,56,+92.944s,6
11,8,Sergio Perez,Force India Mercedes,55,+1 lap,4
19,9,Felipe Massa,Williams Mercedes,55,+1 lap,2
26,10,Daniil Kvyat,Toro Rosso,55,+1 lap,1
18,11,Lance Stroll,Williams Mercedes,55,+1 lap,0
2,12,Stoffel Vandoorne,McLaren Honda,55,+1 lap,0
39,13,Brendon Hartley,Toro Rosso,55,+1 lap,0
8,14,Romain Grosjean,Haas Ferrari,55,+1 lap,0
9,15,Marcus Ericsson,Sauber Ferrari,55,+1 lap,0
20,16,Kevin Magnussen,Haas Ferrari,55,+1 lap,0
14,NC,Fernando Alonso,McLaren Honda,24,DNF,0
3,NC,Daniel Ricciardo,Red Bull Racing TAG Heuer,14,DNF,0
94,NC,Pascal Wehrlein,Sauber Ferrari,5,DNF,0
27,NC,Nico Hulkenberg,Renault,3,DNF,0
