,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
5,1,Sebastian Vettel,Ferrari,51,1:37.766,203.003,15:29:21
77,2,Valtteri Bottas,Mercedes,54,1:37.767,203.001,15:34:43
20,3,Kevin Magnussen,Haas Ferrari,51,1:37.893,202.739,15:31:51
33,4,Max Verstappen,Red Bull Racing TAG Heuer,39,1:38.060,202.394,15:09:41
44,5,Lewis Hamilton,Mercedes,48,1:38.776,200.927,15:24:08
7,6,Kimi Räikkönen,Ferrari,42,1:38.809,200.860,15:14:22
18,7,Lance Stroll,Williams Mercedes,38,1:39.666,199.133,15:09:28
39,8,Brendon Hartley,Toro Rosso,47,1:39.979,198.509,15:24:37
3,9,Daniel Ricciardo,Red Bull Racing TAG Heuer,14,1:40.102,198.265,14:27:38
19,10,Felipe Massa,Williams Mercedes,36,1:40.131,198.208,15:05:32
2,11,Stoffel Vandoorne,McLaren Honda,27,1:40.349,197.777,14:50:28
55,12,Carlos Sainz,Renault,43,1:40.462,197.555,15:17:06
31,13,Esteban Ocon,Force India Mercedes,53,1:40.499,197.482,15:33:54
11,14,Sergio Perez,Force India Mercedes,14,1:40.851,196.793,14:28:01
26,15,Daniil Kvyat,Toro Rosso,19,1:40.971,196.559,14:36:36
9,16,Marcus Ericsson,Sauber Ferrari,42,1:41.041,196.423,15:15:59
8,17,Romain Grosjean,Haas Ferrari,36,1:41.259,196.000,15:05:30
14,18,Fernando Alonso,McLaren Honda,21,1:41.537,195.463,14:39:51
27,19,Nico Hulkenberg,Renault,2,1:44.270,190.340,14:07:14
94,20,Pascal Wehrlein,Sauber Ferrari,2,1:47.073,185.357,14:07:19
