,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:34.822,1:33.437,1:33.108,18
5,2,Sebastian Vettel,Ferrari,1:35.420,1:34.103,1:33.347,18
77,3,Valtteri Bottas,Mercedes,1:35.309,1:33.769,1:33.568,17
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:35.991,1:34.495,1:33.577,14
7,5,Kimi Räikkönen,Ferrari,1:35.649,1:33.840,1:33.577,17
33,6,Max Verstappen,Red Bull Racing TAG Heuer,1:34.899,1:34.716,1:33.658,13
31,7,Esteban Ocon,Force India Mercedes,1:35.849,1:35.113,1:34.647,17
55,8,Carlos Sainz,Renault,1:35.517,1:34.899,1:34.852,17
14,9,Fernando Alonso,McLaren Honda,1:35.712,1:35.046,1:35.007,15
11,10,Sergio Perez,Force India Mercedes,1:36.358,1:34.789,1:35.148,19
19,11,Felipe Massa,Williams Mercedes,1:35.603,1:35.155,,9
26,12,Daniil Kvyat,Toro Rosso,1:36.073,1:35.529,,15
2,13,Stoffel Vandoorne,McLaren Honda,1:36.286,1:35.641,,14
8,14,Romain Grosjean,Haas Ferrari,1:36.835,1:35.870,,14
27,15,Nico Hulkenberg,Renault,1:35.740,,,3
9,16,Marcus Ericsson,Sauber Ferrari,1:36.842,,,9
18,17,Lance Stroll,Williams Mercedes,1:36.868,,,8
39,18,Brendon Hartley,Toro Rosso,1:36.889,,,7
94,19,Pascal Wehrlein,Sauber Ferrari,1:37.179,,,9
20,20,Kevin Magnussen,Haas Ferrari,1:37.394,,,7
