,Position,Driver,Car,Laps,Time,Points
10,1,Graham Hill,Lotus Ford,90,2:15:20.100,9
1,2,Denny Hulme,McLaren Ford,90,+15.900s,6
14,3,Brian   Redman,Cooper BRM,89,+1 lap,4
15,4,Ludovico Scarfiotti,Cooper BRM,89,+1 lap,3
6,5,Jean-Pierre Beltoise,Matra Ford,81,+9 laps,2
2,DNS,Jack Brabham,Brabham Repco,0,DNS,0
7,NC,John Surtees,Honda,74,DNF,0
16,NC,Jo Siffert,Lotus Ford,62,DNF,0
19,NC,Chris Amon,Ferrari,57,DNF,0
5,NC,Piers   Courage,BRM,52,DNF,0
9,NC,Pedro Rodriguez,BRM,27,DNF,0
21,NC,Jacky Ickx,Ferrari,13,DNF,0
4,NC,Jochen Rindt,Brabham Repco,10,DNF,0
