,Position,Driver,Car,Time
19,1,Chris Amon,Ferrari,1:27.900
9,2,Pedro Rodriguez,BRM,1:28.100
1,3,Denny Hulme,McLaren Ford,1:28.300
2,4,Bruce McLaren,McLaren Ford,1:28.300
6,5,Jean-Pierre Beltoise,Matra Ford,1:28.300
10,6,Graham Hill,Lotus Ford,1:28.400
7,7,John Surtees,Honda,1:28.800
21,8,Jacky Ickx,Ferrari,1:29.600
4,9,Jochen Rindt,Brabham Climax,1:29.700
16,10,Jo Siffert,Cooper Maserati,1:29.700
5,11,Piers   Courage,BRM,1:29.900
15,12,Ludovico Scarfiotti,Cooper BRM,1:30.800
14,13,Brian   Redman,Cooper BRM,1:31.000
