,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,58,1:30:17.558,25
2,2,Mark Webber,Red Bull Racing Renault,58,+8.807s,18
5,3,Fernando Alonso,Ferrari,58,+10.075s,15
3,4,Lewis Hamilton,McLaren Mercedes,58,+40.232s,12
8,5,Nico Rosberg,Mercedes,58,+47.539s,10
4,6,Jenson Button,McLaren Mercedes,58,+59.431s,8
9,7,Nick Heidfeld,Renault,58,+60.857s,6
10,8,Vitaly Petrov,Renault,58,+68.168s,4
18,9,Sebastien Buemi,STR Ferrari,58,+69.394s,2
16,10,Kamui Kobayashi,Sauber Ferrari,58,+78.021s,1
6,11,Felipe Massa,Ferrari,58,+79.823s,0
7,12,Michael Schumacher,Mercedes,58,+85.444s,0
14,13,Adrian Sutil,Force India Mercedes,57,+1 lap,0
17,14,Sergio Perez,Sauber Ferrari,57,+1 lap,0
11,15,Rubens Barrichello,Williams Cosworth,57,+1 lap,0
19,16,Jaime Alguersuari,STR Ferrari,57,+1 lap,0
12,17,Pastor Maldonado,Williams Cosworth,57,+1 lap,0
21,18,Jarno Trulli,Lotus Renault,57,+1 lap,0
20,19,Heikki Kovalainen,Lotus Renault,56,+2 laps,0
25,20,Jerome d'Ambrosio,Virgin Cosworth,56,+2 laps,0
22,21,Narain Karthikeyan,HRT Cosworth,55,+3 laps,0
23,22,Vitantonio Liuzzi,HRT Cosworth,53,+5 laps,0
15,NC,Paul di Resta,Force India Mercedes,44,DNF,0
24,NC,Timo Glock,Virgin Cosworth,,DNS,0
