,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:27.039,1:25.610,1:25.049,12
2,2,Mark Webber,Red Bull Racing Renault,1:27.090,1:26.075,1:25.454,10
8,3,Nico Rosberg,Mercedes,1:27.514,1:25.801,1:25.574,15
3,4,Lewis Hamilton,McLaren Mercedes,1:27.091,1:26.066,1:25.595,13
5,5,Fernando Alonso,Ferrari,1:27.349,1:26.152,1:25.851,16
4,6,Jenson Button,McLaren Mercedes,1:27.374,1:26.485,1:25.982,14
10,7,Vitaly Petrov,Renault,1:27.475,1:26.654,1:26.296,15
7,8,Michael Schumacher,Mercedes,1:27.697,1:26.121,1:26.646,13
9,9,Nick Heidfeld,Renault,1:27.901,1:26.740,1:26.659,13
6,10,Felipe Massa,Ferrari,1:27.013,1:26.395,DNF,16
11,11,Rubens Barrichello,Williams Cosworth,1:28.246,1:26.764,,10
14,12,Adrian Sutil,Force India Mercedes,1:27.392,1:27.027,,14
15,13,Paul di Resta,Force India Mercedes,1:27.625,1:27.145,,11
12,14,Pastor Maldonado,Williams Cosworth,1:27.396,1:27.236,,14
17,15,Sergio Perez,Sauber Ferrari,1:27.778,1:27.244,,11
18,16,Sebastien Buemi,STR Ferrari,1:27.620,1:27.255,,9
19,17,Jaime Alguersuari,STR Ferrari,1:28.055,1:27.572,,7
20,18,Heikki Kovalainen,Lotus Renault,1:28.780,,,8
21,19,Jarno Trulli,Lotus Renault,1:29.673,,,8
25,20,Jerome d'Ambrosio,Virgin Cosworth,1:30.445,,,8
23,21,Vitantonio Liuzzi,HRT Cosworth,1:30.692,,,7
24,22,Timo Glock,Virgin Cosworth,1:30.813,,,8
22,23,Narain Karthikeyan,HRT Cosworth,1:31.564,,,8
16,NC,Kamui Kobayashi,Sauber Ferrari,DNF,,,2
