,Position,Driver,Car,Laps,Time,Points
26,1,Jacques Laffite,Ligier Ford,40,1:40:09.640,9
25,2,Patrick Depailler,Ligier Ford,40,+5.280s,6
2,3,Carlos Reutemann,Lotus Ford,40,+44.140s,4
3,4,Didier Pironi,Tyrrell Ford,40,+85.880s,3
12,5,Gilles Villeneuve,Ferrari,39,+1 lap,2
11,6,Jody Scheckter,Ferrari,39,+1 lap,1
30,7,Jochen Mass,Arrows Ford,39,+1 lap,0
7,8,John Watson,McLaren Ford,39,+1 lap,0
29,9,Riccardo Patrese,Arrows Ford,39,+1 lap,0
15,10,Jean-Pierre Jabouille,Renault,39,+1 lap,0
14,11,Emerson Fittipaldi,Fittipaldi Ford,39,+1 lap,0
18,12,Elio de Angelis,Shadow Ford,39,+1 lap,0
22,13,Derek Daly,Ensign Ford,39,+1 lap,0
17,14,Jan Lammers,Shadow Ford,39,+1 lap,0
28,15,Clay Regazzoni,Williams Ford,38,+2 laps,0
27,NC,Alan  Jones,Williams Ford,33,DNF,0
9,NC,Hans-Joachim Stuck,ATS Ford,31,DNF,0
16,NC,Rene Arnoux,Renault,28,DNF,0
8,NC,Patrick Tambay,McLaren Ford,7,DNF,0
20,NC,James Hunt,Wolf Ford,7,DNF,0
6,NC,Nelson Piquet,Brabham Alfa Romeo,5,DNF,0
5,NC,Niki Lauda,Brabham Alfa Romeo,5,DNF,0
1,NC,Mario Andretti,Lotus Ford,2,DNF,0
4,NC,Jean-Pierre Jarier,Tyrrell Ford,0,DNF,0
