,Position,Driver,Car,Time
30,1,Juan Manuel Fangio,Lanica Ferrari,1:42.500
32,2,Eugenio Castellotti,Lanica Ferrari,1:44.700
34,3,Luigi Musso,Lanica Ferrari,1:44.700
4,4,Jean Behra,Maserati,1:45.100
12,5,Jose Froilan Gonzalez,Maserati,1:45.200
6,6,Carlos Menditeguy,Maserati,1:45.600
2,7,Stirling Moss,Maserati,1:45.900
14,8,Mike Hawthorn,Maserati,1:47.400
36,9,Peter Collins,Lanica Ferrari,1:47.700
38,10,Olivier  Gendebien,Lanica Ferrari,1:50.400
10,11,Chico Landi,Maserati,1:52.100
8,12,Luigi Piotti,Maserati,1:57.900
16,13,Alberto Uria,Maserati,
