,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:22.188
5,2,Sebastian Vettel,Ferrari,1:22.456
77,3,Valtteri Bottas,Mercedes,1:22.481
7,4,Kimi Räikkönen,Ferrari,1:23.033
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:23.485
8,6,Romain Grosjean,Haas Ferrari,1:24.074
19,7,Felipe Massa,Williams Mercedes,1:24.443
55,8,Carlos Sainz,Toro Rosso,1:24.487
26,9,Daniil Kvyat,Toro Rosso,1:24.512
11,10,Sergio Perez,Force India Mercedes,1:25.081
27,11,Nico Hulkenberg,Renault,1:25.091
14,12,Fernando Alonso,McLaren Honda,1:25.425
31,13,Esteban Ocon,Force India Mercedes,1:25.568
9,14,Marcus Ericsson,Sauber Ferrari,1:26.465
3,15,Daniel Ricciardo,Red Bull Racing TAG Heuer,
36,16,Antonio Giovinazzi,Sauber Ferrari,1:26.419
20,17,Kevin Magnussen,Haas Ferrari,1:26.847
2,18,Stoffel Vandoorne,McLaren Honda,1:26.858
30,19,Jolyon Palmer,Renault,1:28.244
18,20,Lance Stroll,Williams Mercedes,1:27.143
