,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,57,1:24:11.672,25
44,2,Lewis Hamilton,Mercedes,57,+9.975s,18
77,3,Valtteri Bottas,Mercedes,57,+11.250s,15
7,4,Kimi Räikkönen,Ferrari,57,+22.393s,12
33,5,Max Verstappen,Red Bull Racing TAG Heuer,57,+28.827s,10
19,6,Felipe Massa,Williams Mercedes,57,+83.386s,8
11,7,Sergio Perez,Force India Mercedes,56,+1 lap,6
55,8,Carlos Sainz,Toro Rosso,56,+1 lap,4
26,9,Daniil Kvyat,Toro Rosso,56,+1 lap,2
31,10,Esteban Ocon,Force India Mercedes,56,+1 lap,1
27,11,Nico Hulkenberg,Renault,56,+1 lap,0
36,12,Antonio Giovinazzi,Sauber Ferrari,55,+2 laps,0
2,13,Stoffel Vandoorne,McLaren Honda,55,+2 laps,0
14,NC,Fernando Alonso,McLaren Honda,50,DNF,0
20,NC,Kevin Magnussen,Haas Ferrari,46,DNF,0
18,NC,Lance Stroll,Williams Mercedes,40,DNF,0
3,NC,Daniel Ricciardo,Red Bull Racing TAG Heuer,25,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,21,DNF,0
30,NC,Jolyon Palmer,Renault,15,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,13,DNF,0
