,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:36.490,18
4,2,Lewis Hamilton,McLaren Mercedes,+0.258s,20
18,3,Pastor Maldonado,Williams Renault,+0.511s,21
5,4,Fernando Alonso,Ferrari,+0.690s,21
8,5,Nico Rosberg,Mercedes,+0.757s,24
6,6,Felipe Massa,Ferrari,+0.772s,27
2,7,Mark Webber,Red Bull Racing Renault,+0.808s,18
15,8,Sergio Perez,Sauber Ferrari,+0.925s,20
12,9,Nico Hulkenberg,Force India Mercedes,+1.005s,20
3,10,Jenson Button,McLaren Mercedes,+1.048s,20
19,11,Bruno Senna,Williams Renault,+1.079s,21
7,12,Michael Schumacher,Mercedes,+1.270s,21
9,13,Kimi Räikkönen,Lotus Renault,+1.275s,26
14,14,Kamui Kobayashi,Sauber Ferrari,+1.463s,23
16,15,Daniel Ricciardo,STR Ferrari,+2.057s,23
11,16,Paul di Resta,Force India Mercedes,+2.163s,22
10,17,Romain Grosjean,Lotus Renault,+2.263s,11
17,18,Jean-Eric Vergne,STR Ferrari,+3.199s,12
24,19,Timo Glock,Marussia Cosworth,+3.917s,23
21,20,Vitaly Petrov,Caterham Renault,+4.263s,19
20,21,Heikki Kovalainen,Caterham Renault,+4.521s,19
25,22,Charles Pic,Marussia Cosworth,+4.976s,19
22,23,Pedro de la Rosa,HRT Cosworth,+7.073s,21
23,24,Narain Karthikeyan,HRT Cosworth,+7.553s,23
