,Position,Driver,Car,Laps,Time,Points
4,1,Lewis Hamilton,McLaren Mercedes,56,1:35:55.269,25
1,2,Sebastian Vettel,Red Bull Racing Renault,56,+0.675s,18
5,3,Fernando Alonso,Ferrari,56,+39.229s,15
6,4,Felipe Massa,Ferrari,56,+46.013s,12
3,5,Jenson Button,McLaren Mercedes,56,+56.432s,10
9,6,Kimi Räikkönen,Lotus Renault,56,+64.425s,8
10,7,Romain Grosjean,Lotus Renault,56,+70.313s,6
12,8,Nico Hulkenberg,Force India Mercedes,56,+73.792s,4
18,9,Pastor Maldonado,Williams Renault,56,+74.525s,2
19,10,Bruno Senna,Williams Renault,56,+75.133s,1
15,11,Sergio Perez,Sauber Ferrari,56,+84.341s,0
16,12,Daniel Ricciardo,STR Ferrari,56,+84.871s,0
8,13,Nico Rosberg,Mercedes,56,+85.510s,0
14,14,Kamui Kobayashi,Sauber Ferrari,55,+1 lap,0
11,15,Paul di Resta,Force India Mercedes,55,+1 lap,0
7,16,Michael Schumacher,Mercedes,55,+1 lap,0
21,17,Vitaly Petrov,Caterham Renault,55,+1 lap,0
20,18,Heikki Kovalainen,Caterham Renault,55,+1 lap,0
24,19,Timo Glock,Marussia Cosworth,55,+1 lap,0
25,20,Charles Pic,Marussia Cosworth,54,+2 laps,0
22,21,Pedro de la Rosa,HRT Cosworth,54,+2 laps,0
23,22,Narain Karthikeyan,HRT Cosworth,54,+2 laps,0
2,NC,Mark Webber,Red Bull Racing Renault,16,DNF,0
17,NC,Jean-Eric Vergne,STR Ferrari,14,DNF,0
