,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:57.782,11
1,2,Max Verstappen,Red Bull Racing RBPT,+0.526s,12
55,3,Carlos Sainz,Ferrari,+1.066s,12
14,4,Fernando Alonso,Alpine Renault,+1.647s,9
11,5,Sergio Perez,Red Bull Racing RBPT,+1.744s,11
18,6,Lance Stroll,Aston Martin Aramco Mercedes,+2.591s,11
31,7,Esteban Ocon,Alpine Renault,+3.129s,9
5,8,Sebastian Vettel,Aston Martin Aramco Mercedes,+3.225s,11
63,9,George Russell,Mercedes,+3.228s,10
3,10,Daniel Ricciardo,McLaren Mercedes,+3.254s,13
20,11,Kevin Magnussen,Haas Ferrari,+3.307s,13
44,12,Lewis Hamilton,Mercedes,+3.438s,8
10,13,Pierre Gasly,AlphaTauri RBPT,+3.463s,15
47,14,Mick Schumacher,Haas Ferrari,+3.720s,13
22,15,Yuki Tsunoda,AlphaTauri RBPT,+3.897s,14
4,16,Lando Norris,McLaren Mercedes,+4.009s,13
23,17,Alexander Albon,Williams Mercedes,+4.125s,13
77,18,Valtteri Bottas,Alfa Romeo Ferrari,+4.284s,11
24,19,Guanyu Zhou,Alfa Romeo Ferrari,+4.817s,11
6,20,Nicholas Latifi,Williams Mercedes,+5.728s,10
