,Position,Driver,Car,Laps,Time,Points
11,1,Sergio Perez,Red Bull Racing RBPT,59,2:02:20.238,25
16,2,Charles Leclerc,Ferrari,59,+2.595s,18
55,3,Carlos Sainz,Ferrari,59,+10.305s,15
4,4,Lando Norris,McLaren Mercedes,59,+21.133s,12
3,5,Daniel Ricciardo,McLaren Mercedes,59,+53.282s,10
18,6,Lance Stroll,Aston Martin Aramco Mercedes,59,+56.330s,8
1,7,Max Verstappen,Red Bull Racing RBPT,59,+58.825s,6
5,8,Sebastian Vettel,Aston Martin Aramco Mercedes,59,+60.032s,4
44,9,Lewis Hamilton,Mercedes,59,+61.515s,2
10,10,Pierre Gasly,AlphaTauri RBPT,59,+69.576s,1
77,11,Valtteri Bottas,Alfa Romeo Ferrari,59,+88.844s,0
20,12,Kevin Magnussen,Haas Ferrari,59,+92.610s,0
47,13,Mick Schumacher,Haas Ferrari,58,+1 lap,0
63,14,George Russell,Mercedes,57,+2 laps,0
22,NC,Yuki Tsunoda,AlphaTauri RBPT,34,DNF,0
31,NC,Esteban Ocon,Alpine Renault,26,DNF,0
23,NC,Alexander Albon,Williams Mercedes,25,DNF,0
14,NC,Fernando Alonso,Alpine Renault,20,DNF,0
6,NC,Nicholas Latifi,Williams Mercedes,7,DNF,0
24,NC,Guanyu Zhou,Alfa Romeo Ferrari,6,DNF,0
