,Position,Driver,Car,Time
6,1,Mark Webber,RBR Renault,1:19.995
5,2,Sebastian Vettel,RBR Renault,1:20.101
2,3,Lewis Hamilton,McLaren Mercedes,1:20.829
8,4,Fernando Alonso,Ferrari,1:20.937
1,5,Jenson Button,McLaren Mercedes,1:20.991
3,6,Michael Schumacher,Mercedes,1:21.294
11,7,Robert Kubica,Renault,1:21.353
4,8,Nico Rosberg,Mercedes,1:21.408
7,9,Felipe Massa,Ferrari,1:21.585
23,10,Kamui Kobayashi,Sauber Ferrari,1:21.984
14,11,Adrian Sutil,Force India Mercedes,1:21.985
22,12,Pedro de la Rosa,Sauber Ferrari,1:22.026
10,13,Nico Hulkenberg,Williams Cosworth,1:22.131
16,14,Sebastien Buemi,STR Ferrari,1:22.191
17,15,Jaime Alguersuari,STR Ferrari,1:22.207
15,16,Vitantonio Liuzzi,Force India Mercedes,1:22.854
9,17,Rubens Barrichello,Williams Cosworth,1:23.125
18,18,Jarno Trulli,Lotus Cosworth,1:24.674
12,19,Vitaly Petrov,Renault,1:22.139
19,20,Heikki Kovalainen,Lotus Cosworth,1:24.748
21,21,Bruno Senna,HRT Cosworth,1:27.122
24,22,Timo Glock,Virgin Cosworth,1:25.475
25,23,Lucas di Grassi,Virgin Cosworth,1:25.556
20,24,Karun Chandhok,HRT Cosworth,1:26.750
