,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,RBR Renault,1:19.965,24
6,2,Mark Webber,RBR Renault,+0.210s,35
3,3,Michael Schumacher,Mercedes,+0.792s,28
8,4,Fernando Alonso,Ferrari,+0.854s,30
2,5,Lewis Hamilton,McLaren Mercedes,+1.226s,23
11,6,Robert Kubica,Renault,+1.237s,36
4,7,Nico Rosberg,Mercedes,+1.306s,27
7,8,Felipe Massa,Ferrari,+1.337s,25
1,9,Jenson Button,McLaren Mercedes,+1.399s,26
14,10,Adrian Sutil,Force India Mercedes,+1.553s,32
22,11,Pedro de la Rosa,Sauber Ferrari,+1.707s,37
15,12,Vitantonio Liuzzi,Force India Mercedes,+1.939s,32
23,13,Kamui Kobayashi,Sauber Ferrari,+1.966s,29
16,14,Sebastien Buemi,STR Ferrari,+2.219s,37
9,15,Rubens Barrichello,Williams Cosworth,+2.227s,33
12,16,Vitaly Petrov,Renault,+2.470s,35
17,17,Jaime Alguersuari,STR Ferrari,+2.484s,34
10,18,Nico Hulkenberg,Williams Cosworth,+3.800s,7
18,19,Jarno Trulli,Lotus Cosworth,+4.244s,26
19,20,Heikki Kovalainen,Lotus Cosworth,+4.929s,22
25,21,Lucas di Grassi,Virgin Cosworth,+5.101s,30
20,22,Karun Chandhok,HRT Cosworth,+6.007s,23
21,23,Bruno Senna,HRT Cosworth,+6.187s,25
24,24,Timo Glock,Virgin Cosworth,+6.631s,21
