,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Mark Webber,RBR Renault,1:21.412,1:20.655,1:19.995,18
5,2,Sebastian Vettel,RBR Renault,1:21.680,1:20.772,1:20.101,20
2,3,Lewis Hamilton,McLaren Mercedes,1:21.723,1:21.415,1:20.829,17
8,4,Fernando Alonso,Ferrari,1:21.957,1:21.549,1:20.937,23
1,5,Jenson Button,McLaren Mercedes,1:21.915,1:21.168,1:20.991,18
3,6,Michael Schumacher,Mercedes,1:22.528,1:21.557,1:21.294,18
11,7,Robert Kubica,Renault,1:22.488,1:21.599,1:21.353,16
4,8,Nico Rosberg,Mercedes,1:22.419,1:21.867,1:21.408,22
7,9,Felipe Massa,Ferrari,1:22.564,1:21.841,1:21.585,24
23,10,Kamui Kobayashi,Sauber Ferrari,1:22.577,1:21.725,1:21.984,20
14,11,Adrian Sutil,Force India Mercedes,1:22.628,1:21.985,,17
22,12,Pedro de la Rosa,Sauber Ferrari,1:22.211,1:22.026,,17
10,13,Nico Hulkenberg,Williams Cosworth,1:22.857,1:22.131,,14
12,14,Vitaly Petrov,Renault,1:22.976,1:22.139,,14
16,15,Sebastien Buemi,STR Ferrari,1:22.699,1:22.191,,16
17,16,Jaime Alguersuari,STR Ferrari,1:22.593,1:22.207,,15
15,17,Vitantonio Liuzzi,Force India Mercedes,1:23.084,1:22.854,,18
9,18,Rubens Barrichello,Williams Cosworth,1:23.125,,,9
18,19,Jarno Trulli,Lotus Cosworth,1:24.674,,,10
19,20,Heikki Kovalainen,Lotus Cosworth,1:24.748,,,10
24,21,Timo Glock,Virgin Cosworth,1:25.475,,,8
25,22,Lucas di Grassi,Virgin Cosworth,1:25.556,,,7
20,23,Karun Chandhok,HRT Cosworth,1:26.750,,,8
21,24,Bruno Senna,HRT Cosworth,1:27.122,,,9
