,Position,Driver,Car,Laps,Time,Points
6,1,Mark Webber,RBR Renault,66,1:35:44.101,25
8,2,Fernando Alonso,Ferrari,66,+24.065s,18
5,3,Sebastian Vettel,RBR Renault,66,+51.338s,15
3,4,Michael Schumacher,Mercedes,66,+62.195s,12
1,5,Jenson Button,McLaren Mercedes,66,+63.728s,10
7,6,Felipe Massa,Ferrari,66,+65.767s,8
14,7,Adrian Sutil,Force India Mercedes,66,+72.941s,6
11,8,Robert Kubica,Renault,66,+73.677s,4
9,9,Rubens Barrichello,Williams Cosworth,65,+1 lap,2
17,10,Jaime Alguersuari,STR Ferrari,65,+1 lap,1
12,11,Vitaly Petrov,Renault,65,+1 lap,0
23,12,Kamui Kobayashi,Sauber Ferrari,65,+1 lap,0
4,13,Nico Rosberg,Mercedes,65,+1 lap,0
2,14,Lewis Hamilton,McLaren Mercedes,64,DNF,0
15,15,Vitantonio Liuzzi,Force India Mercedes,64,DNF,0
10,16,Nico Hulkenberg,Williams Cosworth,64,+2 laps,0
18,17,Jarno Trulli,Lotus Cosworth,63,+3 laps,0
24,18,Timo Glock,Virgin Cosworth,63,+3 laps,0
25,19,Lucas di Grassi,Virgin Cosworth,62,+4 laps,0
16,NC,Sebastien Buemi,STR Ferrari,42,DNF,0
20,NC,Karun Chandhok,HRT Cosworth,27,DNF,0
22,NC,Pedro de la Rosa,Sauber Ferrari,18,DNF,0
21,NC,Bruno Senna,HRT Cosworth,0,DNF,0
19,NC,Heikki Kovalainen,Lotus Cosworth,,DNS,0
