,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Lewis Hamilton,McLaren Mercedes,59,1:24.357,198.655
6,2,Mark Webber,RBR Renault,62,1:24.828,197.552
8,3,Fernando Alonso,Ferrari,57,1:24.846,197.510
1,4,Jenson Button,McLaren Mercedes,64,1:25.166,196.768
5,5,Sebastian Vettel,RBR Renault,56,1:25.176,196.745
4,6,Nico Rosberg,Mercedes,50,1:25.455,196.103
11,7,Robert Kubica,Renault,66,1:25.466,196.077
12,8,Vitaly Petrov,Renault,63,1:25.470,196.068
7,9,Felipe Massa,Ferrari,64,1:25.497,196.006
3,10,Michael Schumacher,Mercedes,64,1:25.529,195.933
17,11,Jaime Alguersuari,STR Ferrari,63,1:25.655,195.645
9,12,Rubens Barrichello,Williams Cosworth,59,1:25.728,195.478
14,13,Adrian Sutil,Force India Mercedes,65,1:25.845,195.212
15,14,Vitantonio Liuzzi,Force India Mercedes,63,1:25.924,195.032
23,15,Kamui Kobayashi,Sauber Ferrari,62,1:26.083,194.672
16,16,Sebastien Buemi,STR Ferrari,41,1:26.724,193.233
10,17,Nico Hulkenberg,Williams Cosworth,63,1:26.863,192.924
18,18,Jarno Trulli,Lotus Cosworth,56,1:29.564,187.106
24,19,Timo Glock,Virgin Cosworth,60,1:29.776,186.664
25,20,Lucas di Grassi,Virgin Cosworth,47,1:29.904,186.398
22,21,Pedro de la Rosa,Sauber Ferrari,9,1:30.411,185.353
20,22,Karun Chandhok,HRT Cosworth,26,1:32.041,182.071
