,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,RBR Renault,1:20.528,15
6,2,Mark Webber,RBR Renault,+0.704s,11
2,3,Lewis Hamilton,McLaren Mercedes,+0.820s,14
1,4,Jenson Button,McLaren Mercedes,+0.848s,16
3,5,Michael Schumacher,Mercedes,+1.055s,14
7,6,Felipe Massa,Ferrari,+1.221s,16
4,7,Nico Rosberg,Mercedes,+1.485s,14
8,8,Fernando Alonso,Ferrari,+1.563s,15
11,9,Robert Kubica,Renault,+1.714s,20
14,10,Adrian Sutil,Force India Mercedes,+1.849s,12
16,11,Sebastien Buemi,STR Ferrari,+1.872s,18
23,12,Kamui Kobayashi,Sauber Ferrari,+1.884s,11
22,13,Pedro de la Rosa,Sauber Ferrari,+1.999s,20
10,14,Nico Hulkenberg,Williams Cosworth,+2.106s,16
17,15,Jaime Alguersuari,STR Ferrari,+2.398s,20
9,16,Rubens Barrichello,Williams Cosworth,+2.425s,16
15,17,Vitantonio Liuzzi,Force India Mercedes,+3.069s,12
12,18,Vitaly Petrov,Renault,+3.368s,5
18,19,Jarno Trulli,Lotus Cosworth,+4.082s,14
19,20,Heikki Kovalainen,Lotus Cosworth,+4.217s,11
24,21,Timo Glock,Virgin Cosworth,+5.194s,15
25,22,Lucas di Grassi,Virgin Cosworth,+5.327s,14
20,23,Karun Chandhok,HRT Cosworth,+6.083s,18
21,24,Bruno Senna,HRT Cosworth,+9.718s,6
