,Position,Driver,Car,Time
16,1,Phil Hill,Ferrari,2:24.900
20,2,Wolfgang von Trips,Ferrari,2:26.400
18,3,Richie Ginther,Ferrari,2:26.800
26,4,Stirling Moss,Lotus Climax,2:27.600
8,5,Jim Clark,Lotus Climax,2:29.000
22,6,Graham Hill,BRM Climax,2:29.100
40,7,John Surtees,Cooper Climax,2:29.100
4,8,Bruce McLaren,Cooper Climax,2:29.400
12,9,Dan Gurney,Porsche,2:29.600
6,10,Innes Ireland,Lotus Climax,2:29.800
24,11,Tony Brooks,BRM Climax,2:29.900
50,12,Giancarlo Baghetti,Ferrari,2:30.500
10,13,Jo Bonnier,Porsche,2:30.500
2,14,Jack Brabham,Cooper Climax,2:31.000
42,15,Roy Salvadori,Cooper Climax,2:31.200
36,16,Masten Gregory,Lotus Climax,2:31.300
14,17,Carel Godin de Beaufort ,Porsche,2:31.800
44,18,Jackie  Lewis ,Cooper Climax,2:32.000
28,19,Lucien Bianchi,Lotus Climax,2:33.400
48,20,Willy Mairesse,Lotus Climax,2:35.800
52,21,Bernard  Collomb ,Cooper Climax,2:36.800
46,22,Michael  May ,Lotus Climax,2:37.900
32,23,Maurice  Trintignant,De Tomaso OSCA,2:38.800
38,24,Ian Burgess ,Lotus Climax,2:39.700
30,25,Henry Taylor,Lotus Climax,2:40.300
34,26,Giorgio  Scarlatti ,De Tomaso OSCA,2:47.100
