,Position,Driver,Car,Time / Gap,Laps
9,1,Mika Hakkinen,McLaren Mercedes,1:22.000,27
3,2,Jacques Villeneuve,Williams Renault,+0.063s,24
5,3,Michael Schumacher,Ferrari,+0.586s,29
10,4,David Coulthard,McLaren Mercedes,+0.712s,24
12,5,Giancarlo Fisichella,Jordan Peugeot,+0.962s,29
4,6,Heinz-Harald Frentzen,Williams Renault,+1.022s,25
16,7,Johnny Herbert,Sauber Petronas,+1.131s,29
8,8,Alexander Wurz,Benetton Renault,+1.161s,24
22,9,Rubens Barrichello,Stewart Ford,+1.577s,26
7,10,Jean Alesi,Benetton Renault,+1.607s,24
6,11,Eddie Irvine,Ferrari,+1.614s,15
11,12,Ralf Schumacher,Jordan Peugeot,+1.647s,26
15,13,Shinji Nakano,Prost Mugen Honda,+1.823s,27
1,14,Damon Hill,Arrows Yamaha,+1.871s,27
14,15,Jarno Trulli,Prost Mugen Honda,+2.172s,15
17,16,Norberto Fontana,Sauber Petronas,+2.181s,29
23,17,Jan Magnussen,Stewart Ford,+2.181s,20
20,18,Ukyo Katayama,Minardi Hart,+2.716s,29
2,19,Pedro Diniz,Arrows Yamaha,+2.961s,26
19,20,Mika Salo,Tyrrell Ford,+3.015s,29
18,21,Jos Verstappen,Tyrrell Ford,+3.195s,26
21,22,Tarso Marques,Minardi Hart,+3.725s,28
