,Position,Driver,Car,Time
3,1,Jacques Villeneuve,Williams Renault,1:21.598
4,2,Heinz-Harald Frentzen,Williams Renault,1:21.732
9,3,Mika Hakkinen,McLaren Mercedes,1:21.797
5,4,Michael Schumacher,Ferrari,1:21.977
11,5,Ralf Schumacher,Jordan Peugeot,1:22.277
10,6,David Coulthard,McLaren Mercedes,1:22.279
6,7,Eddie Irvine,Ferrari,1:22.342
8,8,Alexander Wurz,Benetton Renault,1:22.344
16,9,Johnny Herbert,Sauber Petronas,1:22.368
12,10,Giancarlo Fisichella,Jordan Peugeot,1:22.371
7,11,Jean Alesi,Benetton Renault,1:22.392
1,12,Damon Hill,Arrows Yamaha,1:23.271
14,13,Jarno Trulli,Prost Mugen Honda,1:23.366
15,14,Shinji Nakano,Prost Mugen Honda,1:23.887
23,15,Jan Magnussen,Stewart Ford,1:24.067
2,16,Pedro Diniz,Arrows Yamaha,1:24.239
19,17,Mika Salo,Tyrrell Ford,1:24.478
20,18,Ukyo Katayama,Minardi Hart,1:24.553
18,19,Jos Verstappen,Tyrrell Ford,1:25.010
21,20,Tarso Marques,Minardi Hart,1:25.154
22,21,Rubens Barrichello,Stewart Ford,1:25.525
17,22,Norberto Fontana,Sauber Petronas,
