,Position,Driver,Car,Time
32,1,Clay Regazzoni,BRM,1:10.540
2,2,Emerson Fittipaldi,Lotus Ford,1:10.840
18,3,Jacky Ickx,Ferrari,1:11.010
6,4,Jackie Stewart,Tyrrell Ford,1:11.030
4,5,Ronnie Peterson,Lotus Ford,1:11.060
8,6,Francois  Cevert ,Tyrrell Ford,1:11.460
30,7,Jean-Pierre Beltoise,BRM,1:11.480
14,8,Denny Hulme,McLaren Ford,1:11.700
10,9,Carlos Reutemann,Brabham Ford,1:12.080
26,10,Mike Hailwood,Surtees Ford,1:12.130
16,11,Peter   Revson,McLaren Ford,1:12.220
12,12,Wilson Fittipaldi,Brabham Ford,1:12.310
34,13,Niki Lauda,BRM,1:12.390
20,14,Arturo Merzario,Ferrari,1:12.540
28,15,Carlos Pace,Surtees Ford,1:12.800
36,16,Nanni  Galli ,Iso Marlboro Ford,1:13.970
24,17,Jean-Pierre Jarier,March Ford,1:14.270
22,18,Mike  Beuttler ,March Ford,1:15.150
38,19,Howden  Ganley ,Iso Marlboro Ford,1:15.290
