,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:33.385,35
77,2,Valtteri Bottas,Mercedes,+0.199s,33
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+0.442s,32
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.459s,37
5,5,Sebastian Vettel,Ferrari,+0.543s,33
7,6,Kimi Räikkönen,Ferrari,+1.003s,31
11,7,Sergio Perez,Force India Mercedes,+1.737s,30
10,8,Pierre Gasly,Scuderia Toro Rosso Honda,+1.752s,28
31,9,Esteban Ocon,Force India Mercedes,+1.762s,33
9,10,Marcus Ericsson,Sauber Ferrari,+1.910s,35
20,11,Kevin Magnussen,Haas Ferrari,+1.946s,33
55,12,Carlos Sainz,Renault,+1.956s,37
16,13,Charles Leclerc,Sauber Ferrari,+2.047s,32
27,14,Nico Hulkenberg,Renault,+2.183s,35
8,15,Romain Grosjean,Haas Ferrari,+2.526s,35
28,16,Brendon Hartley,Scuderia Toro Rosso Honda,+2.639s,29
14,17,Fernando Alonso,McLaren Renault,+2.689s,34
2,18,Stoffel Vandoorne,McLaren Renault,+3.232s,31
35,19,Sergey Sirotkin,Williams Mercedes,+3.476s,39
18,20,Lance Stroll,Williams Mercedes,+3.616s,35
