,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:33.067,13
77,2,Valtteri Bottas,Mercedes,+0.254s,16
5,3,Sebastian Vettel,Ferrari,+0.600s,14
7,4,Kimi Räikkönen,Ferrari,+0.621s,11
33,5,Max Verstappen,Red Bull Racing TAG Heuer,+0.870s,11
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.327s,14
16,7,Charles Leclerc,Sauber Ferrari,+1.561s,15
31,8,Esteban Ocon,Force India Mercedes,+1.742s,16
20,9,Kevin Magnussen,Haas Ferrari,+1.753s,15
11,10,Sergio Perez,Force India Mercedes,+1.849s,14
55,11,Carlos Sainz,Renault,+1.921s,13
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,+2.058s,21
8,13,Romain Grosjean,Haas Ferrari,+2.118s,18
27,14,Nico Hulkenberg,Renault,+2.146s,12
9,15,Marcus Ericsson,Sauber Ferrari,+2.303s,16
28,16,Brendon Hartley,Scuderia Toro Rosso Honda,+2.966s,22
35,17,Sergey Sirotkin,Williams Mercedes,+3.004s,16
18,18,Lance Stroll,Williams Mercedes,+3.207s,20
2,19,Stoffel Vandoorne,McLaren Renault,+3.530s,14
14,20,Fernando Alonso,McLaren Renault,+3.925s,21
