,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:34.488,19
33,2,Max Verstappen,Red Bull Racing TAG Heuer,+0.050s,22
44,3,Lewis Hamilton,Mercedes,+0.330s,23
77,4,Valtteri Bottas,Mercedes,+0.511s,28
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.036s,11
31,6,Esteban Ocon,Force India Mercedes,+1.175s,24
7,7,Kimi Räikkönen,Ferrari,+1.208s,19
20,8,Kevin Magnussen,Haas Ferrari,+1.708s,21
27,9,Nico Hulkenberg,Renault,+1.786s,18
36,10,Antonio Giovinazzi,Sauber Ferrari,+2.224s,22
8,11,Romain Grosjean,Haas Ferrari,+2.328s,23
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,+2.456s,25
47,13,Lando Norris,McLaren Renault,+2.534s,25
16,14,Charles Leclerc,Sauber Ferrari,+2.566s,24
46,15,Artem Markelov,Renault,+2.695s,22
2,16,Stoffel Vandoorne,McLaren Renault,+2.699s,27
34,17,Nicholas Latifi,Force India Mercedes,+2.718s,24
35,18,Sergey Sirotkin,Williams Mercedes,+2.737s,25
28,19,Brendon Hartley,Scuderia Toro Rosso Honda,+3.456s,28
18,20,Lance Stroll,Williams Mercedes,+4.649s,13
