,Position,Driver,Car,Time
6,1,Juan Pablo Montoya,Williams BMW,1:22.216
2,2,Rubens Barrichello,Ferrari,1:22.528
1,3,Michael Schumacher,Ferrari,1:22.624
5,4,Ralf Schumacher,Williams BMW,1:22.841
11,5,Jarno Trulli,Jordan Honda,1:23.126
4,6,David Coulthard,McLaren Mercedes,1:23.148
3,7,Mika Hakkinen,McLaren Mercedes,1:23.394
16,8,Nick Heidfeld,Sauber Petronas,1:23.417
17,9,Kimi Räikkönen,Sauber Petronas,1:23.595
19,10,Pedro de la Rosa,Jaguar Cosworth,1:23.693
8,11,Jenson Button,Benetton Renault,1:23.892
22,12,Heinz-Harald Frentzen,Prost Acer,1:23.943
18,13,Eddie Irvine,Jaguar Cosworth,1:24.031
7,14,Giancarlo Fisichella,Benetton Renault,1:24.090
10,15,Jacques Villeneuve,BAR Honda,1:24.164
12,16,Jean Alesi,Jordan Honda,1:24.198
9,17,Olivier Panis,BAR Honda,1:24.677
15,18,Enrique Bernoldi,Arrows Asiatech,1:25.444
14,19,Jos Verstappen,Arrows Asiatech,1:25.511
23,20,Tomas Enge,Prost Acer,1:26.039
21,21,Fernando Alonso,Minardi European,1:26.218
20,22,Alex Yoong,Minardi European,1:27.463
