,Position,Driver,Car,Time,Laps
1,1,Michael Schumacher,Ferrari,1:20.356,11
5,2,Damon Hill,Williams Renault,1:20.866,12
3,3,Jean Alesi,Benetton Renault,1:20.918,12
4,4,Gerhard Berger,Benetton Renault,1:21.067,11
8,5,David Coulthard,McLaren Mercedes,1:21.460,12
11,6,Rubens Barrichello,Jordan Peugeot,1:21.504,11
2,7,Eddie Irvine,Ferrari,1:21.542,12
7,8,Mika Hakkinen,McLaren Mercedes,1:21.688,12
15,9,Heinz-Harald Frentzen,Sauber Ford,1:21.929,12
6,10,Jacques Villeneuve,Williams Renault,1:21.963,12
19,11,Mika Salo,Tyrrell Yamaha,1:22.235,12
17,12,Jos Verstappen,Footwork Hart,1:22.327,11
14,13,Johnny Herbert,Sauber Ford,1:22.346,10
9,14,Olivier Panis,Ligier Mugen Honda,1:22.358,7
18,15,Ukyo Katayama,Tyrrell Yamaha,1:22.460,12
12,16,Martin Brundle,Jordan Peugeot,1:22.519,12
10,17,Pedro Diniz,Ligier Mugen Honda,1:22.682,11
21,18,Giancarlo Fisichella,Minardi Ford,1:22.684,12
20,19,Pedro Lamy,Minardi Ford,1:23.350,12
16,20,Ricardo Rosset,Footwork Hart,1:24.976,11
22,21,Luca Badoer,Forti Ford,1:25.059,5
23,22,Andrea Montermini,Forti Ford,1:25.393,11
