,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:15.461
27,2,Alan  Jones,Williams Ford,1:15.646
28,3,Clay Regazzoni,Williams Ford,1:16.228
15,4,Jean-Pierre Jabouille,Renault,1:16.304
11,5,Jody Scheckter,Ferrari,1:16.392
12,6,Gilles Villeneuve,Ferrari,1:16.939
26,7,Jacques Laffite,Ligier Ford,1:17.129
20,8,Keke Rosberg,Wolf Ford,1:17.280
5,9,Niki Lauda,Brabham Ford,1:17.495
3,10,Didier Pironi,Tyrrell Ford,1:17.625
6,11,Nelson Piquet,Brabham Ford,1:17.667
7,12,John Watson,McLaren Ford,1:17.750
2,13,Carlos Reutemann,Lotus Ford,1:18.001
8,14,Patrick Tambay,McLaren Ford,1:18.147
9,15,Hans-Joachim Stuck,ATS Ford,1:18.256
4,16,Jean-Pierre Jarier,Tyrrell Ford,1:18.430
1,17,Mario Andretti,Lotus Ford,1:18.452
30,18,Jochen Mass,Arrows Ford,1:18.606
29,19,Riccardo Patrese,Arrows Ford,1:18.629
25,20,Jacky Ickx,Ligier Ford,1:18.706
14,21,Emerson Fittipaldi,Fittipaldi Ford,1:19.433
18,22,Elio de Angelis,Shadow Ford,1:20.709
17,23,Jan Lammers,Shadow Ford,1:21.084
31,24,Hector Rebaque,Lotus Ford,1:21.344
