,Position,Driver,Car,Laps,Time,Points
27,1,Alan  Jones,Williams Ford,75,1:41:19.775,9
11,2,Jody Scheckter,Ferrari,75,+21.783s,6
26,3,Jacques Laffite,Ligier Ford,75,+63.253s,4
6,4,Nelson Piquet,Brabham Alfa Romeo,74,+1 lap,3
25,5,Jacky Ickx,Ligier Ford,74,+1 lap,2
30,6,Jochen Mass,Arrows Ford,73,+2 laps,1
31,7,Hector Rebaque,Lotus Ford,73,+2 laps,0
3,NC,Didier Pironi,Tyrrell Ford,51,DNF,0
12,NC,Gilles Villeneuve,Ferrari,49,DNF,0
18,NC,Elio de Angelis,Shadow Ford,40,DNF,0
20,NC,Keke Rosberg,Wolf Ford,33,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,26,DNF,0
7,NC,John Watson,McLaren Ford,22,DNF,0
4,NC,Jean-Pierre Jarier,Tyrrell Ford,20,DNF,0
9,NC,Hans-Joachim Stuck,ATS Ford,19,DNF,0
17,NC,Jan Lammers,Shadow Ford,12,DNF,0
1,NC,Mario Andretti,Lotus Ford,9,DNF,0
29,NC,Riccardo Patrese,Arrows Ford,7,DNF,0
8,NC,Patrick Tambay,McLaren Ford,6,DNF,0
5,NC,Niki Lauda,Brabham Alfa Romeo,4,DNF,0
14,NC,Emerson Fittipaldi,Fittipaldi Ford,2,DNF,0
2,NC,Carlos Reutemann,Lotus Ford,1,DNF,0
16,NC,Rene Arnoux,Renault,1,DNF,0
28,NC,Clay Regazzoni,Williams Ford,0,DNF,0
