,Position,Driver,Car,Laps,Time,Points
22,1,Jenson Button,Brawn Mercedes,58,1:34:15.784,10
23,2,Rubens Barrichello,Brawn Mercedes,58,+0.807s,8
9,3,Jarno Trulli,Toyota,58,+1.604s,6
1,DQ,Lewis Hamilton,McLaren Mercedes,58,+2.914s,0
10,4,Timo Glock,Toyota,58,+4.435s,5
7,5,Fernando Alonso,Renault,58,+4.879s,4
16,6,Nico Rosberg,Williams Toyota,58,+5.722s,3
12,7,Sebastien Buemi,STR Ferrari,58,+6.004s,2
11,8,Sebastien Bourdais,STR Ferrari,58,+6.298s,1
20,9,Adrian Sutil,Force India Mercedes,58,+6.335s,0
6,10,Nick Heidfeld,Sauber BMW,58,+7.085s,0
21,11,Giancarlo Fisichella,Force India Mercedes,58,+7.374s,0
14,12,Mark Webber,RBR Renault,57,+1 lap,0
15,13,Sebastian Vettel,RBR Renault,56,DNF,0
5,14,Robert Kubica,Sauber BMW,55,DNF,0
4,15,Kimi Räikkönen,Ferrari,55,DNF,0
3,NC,Felipe Massa,Ferrari,45,DNF,0
8,NC,Nelson Piquet,Renault,24,DNF,0
17,NC,Kazuki Nakajima,Williams Toyota,17,DNF,0
2,NC,Heikki Kovalainen,McLaren Mercedes,0,DNF,0
