,Position,Driver,Car,Time
22,1,Jenson Button,Brawn Mercedes,1:26.202
23,2,Rubens Barrichello,Brawn Mercedes,1:26.505
15,3,Sebastian Vettel,RBR Renault,1:26.830
5,4,Robert Kubica,Sauber BMW,1:26.914
16,5,Nico Rosberg,Williams Toyota,1:26.973
3,6,Felipe Massa,Ferrari,1:27.033
4,7,Kimi Räikkönen,Ferrari,1:27.163
14,8,Mark Webber,RBR Renault,1:27.246
6,9,Nick Heidfeld,Sauber BMW,1:25.504
7,10,Fernando Alonso,Renault,1:25.605
17,11,Kazuki Nakajima,Williams Toyota,1:25.607
2,12,Heikki Kovalainen,McLaren Mercedes,1:25.726
12,13,Sebastien Buemi,STR Ferrari,1:26.503
8,14,Nelson Piquet,Renault,1:26.598
21,15,Giancarlo Fisichella,Force India Mercedes,1:26.677
20,16,Adrian Sutil,Force India Mercedes,1:26.742
11,17,Sebastien Bourdais,STR Ferrari,1:26.964
1,18,Lewis Hamilton,McLaren Mercedes,
