,Position,Driver,Car,Q1,Q2,Q3,Laps
22,1,Jenson Button,Brawn Mercedes,1:25.211,1:24.855,1:26.202,19
23,2,Rubens Barrichello,Brawn Mercedes,1:25.006,1:24.783,1:26.505,21
15,3,Sebastian Vettel,RBR Renault,1:25.938,1:25.121,1:26.830,21
5,4,Robert Kubica,Sauber BMW,1:25.922,1:25.152,1:26.914,19
16,5,Nico Rosberg,Williams Toyota,1:25.846,1:25.123,1:26.973,21
3,6,Felipe Massa,Ferrari,1:25.844,1:25.319,1:27.033,21
4,7,Kimi Räikkönen,Ferrari,1:25.899,1:25.380,1:27.163,21
14,8,Mark Webber,RBR Renault,1:25.427,1:25.241,1:27.246,20
6,9,Nick Heidfeld,Sauber BMW,1:25.827,1:25.504,,14
7,10,Fernando Alonso,Renault,1:26.026,1:25.605,,12
17,11,Kazuki Nakajima,Williams Toyota,1:26.074,1:25.607,,16
2,12,Heikki Kovalainen,McLaren Mercedes,1:26.184,1:25.726,,15
1,13,Lewis Hamilton,McLaren Mercedes,1:26.454,,,5
12,14,Sebastien Buemi,STR Ferrari,1:26.503,,,10
8,15,Nelson Piquet,Renault,1:26.598,,,12
21,16,Giancarlo Fisichella,Force India Mercedes,1:26.677,,,10
20,17,Adrian Sutil,Force India Mercedes,1:26.742,,,9
11,18,Sebastien Bourdais,STR Ferrari,1:26.964,,,10
10,EX,Timo Glock,Toyota,,,,19
9,EX,Jarno Trulli,Toyota,,,,20
