,Position,Driver,Car,Time
15,1,Alain Prost,Renault,1:36.672
16,2,Eddie  Cheever,Renault,1:38.980
6,3,Riccardo Patrese,Brabham BMW,1:39.104
28,4,Rene Arnoux,Ferrari,1:39.115
11,5,Elio de Angelis,Lotus Renault,1:39.312
5,6,Nelson Piquet,Brabham BMW,1:39.601
22,7,Andrea de Cesaris,Alfa Romeo,1:39.611
23,8,Mauro Baldi,Alfa Romeo,1:39.618
35,9,Derek Warwick,Toleman Hart,1:39.881
9,10,Manfred Winkelhock,ATS BMW,1:40.233
27,11,Patrick Tambay,Ferrari,1:40.393
8,12,Niki Lauda,McLaren Ford,1:41.065
36,13,Bruno Giacomelli,Toleman Hart,1:41.775
7,14,John Watson,McLaren Ford,1:41.838
3,15,Michele Alboreto,Tyrrell Ford,1:42.177
1,16,Keke Rosberg,Williams Ford,1:42.450
34,17,Johnny Cecotto,Theodore Ford,1:42.615
12,18,Nigel Mansell,Lotus Ford,1:42.650
2,19,Jacques Laffite,Williams Ford,1:42.678
25,20,Jean-Pierre Jarier,Ligier Ford,1:42.737
29,21,Marc Surer,Arrows Ford,1:42.962
33,22,Roberto Guerrero,Theodore Ford,1:43.367
31,23,Corrado Fabi,Osella Ford,1:43.411
4,24,Danny Sullivan,Tyrrell Ford,1:43.654
26,25,Raul Boesel,Ligier Ford,1:44.470
30,26,Chico Serra,Arrows Ford,1:44.778
17,NC,Eliseo Salazar,RAM Ford,1:45.073
32,NC,Piercarlo Ghinzani,Osella Ford,1:45.812
18,NC,Jean Louis Schlesser,RAM Ford,1:45.866
