,Position,Driver,Car,Laps,Time,Points
7,1,Carlos Reutemann,Brabham Ford,14,1:41:14.100,9
21,2,Jacques Laffite,Frank Williams Racing Cars/Williams,14,+97.700s,6
12,3,Niki Lauda,Ferrari,14,+143.300s,4
16,4,Tom Pryce,Shadow Ford,14,+211.400s,3
22,5,Alan  Jones,Hill Ford,14,+230.300s,2
19,6,Gijs van Lennep,Ensign Ford,14,+305.500s,1
29,7,Lella Lombardi,March Ford,14,+450.400s,0
25,8,Harald Ertl,Hesketh Ford,14,+460.900s,0
4,9,Patrick Depailler,Tyrrell Ford,13,+1 lap,0
27,10,Mario Andretti,Parnelli Ford,12,DNF,0
24,NC,James Hunt,Hesketh Ford,10,DNF,0
11,NC,Clay Regazzoni,Ferrari,9,DNF,0
23,NC,Tony Brise,Hill Ford,9,DNF,0
3,NC,Jody Scheckter,Tyrrell Ford,7,DNF,0
17,NC,Jean-Pierre Jarier,Shadow Ford,7,DNF,0
8,NC,Carlos Pace,Brabham Ford,5,DNF,0
30,NC,Wilson Fittipaldi,Fittipaldi Ford,4,DNF,0
1,NC,Emerson Fittipaldi,McLaren Ford,3,DNF,0
10,NC,Hans-Joachim Stuck,March Ford,3,DNF,0
9,NC,Vittorio Brambilla,March Ford,3,DNF,0
6,NC,John Watson,Lotus Ford,2,DNF,0
5,NC,Ronnie Peterson,Lotus Ford,1,DNF,0
28,NC,Mark Donohue,March Ford,1,DNF,0
2,NC,Jochen Mass,McLaren Ford,0,DNF,0
