,Position,Driver,Car,Time,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:22.432,10
8,2,Heinz-Harald Frentzen,Jordan Mugen Honda,1:22.926,11
2,3,David Coulthard,McLaren Mercedes,1:23.177,12
5,4,Alessandro Zanardi,Williams Supertec,1:23.432,12
6,5,Ralf Schumacher,Williams Supertec,1:23.636,12
3,6,Mika Salo,Ferrari,1:23.657,12
16,7,Rubens Barrichello,Stewart Ford,1:23.739,11
4,8,Eddie Irvine,Ferrari,1:23.765,12
7,9,Damon Hill,Jordan Mugen Honda,1:23.979,11
18,10,Olivier Panis,Prost Peugeot,1:24.016,12
22,11,Jacques Villeneuve,BAR Supertec,1:24.188,11
19,12,Jarno Trulli,Prost Peugeot,1:24.293,11
11,13,Jean Alesi,Sauber Petronas,1:24.591,12
10,14,Alexander Wurz,Benetton Playlife,1:24.593,12
17,15,Johnny Herbert,Stewart Ford,1:24.594,12
12,16,Pedro Diniz,Sauber Petronas,1:24.596,11
9,17,Giancarlo Fisichella,Benetton Playlife,1:24.862,12
23,18,Ricardo Zonta,BAR Supertec,1:25.114,12
20,19,Luca Badoer,Minardi Ford,1:25.348,11
21,20,Marc Gene,Minardi Ford,1:25.695,12
14,21,Pedro de la Rosa,Arrows,1:26.383,11
15,22,Toranosuke Takagi,Arrows,1:26.509,12
