,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Ralf Schumacher,Williams Supertec,48,1:25.579,242.723
3,2,Mika Salo,Ferrari,44,1:25.630,242.578
16,3,Rubens Barrichello,Stewart Ford,51,1:25.825,242.027
2,4,David Coulthard,McLaren Mercedes,32,1:25.832,242.007
11,5,Jean Alesi,Sauber Petronas,52,1:25.911,241.785
8,6,Heinz-Harald Frentzen,Jordan Mugen Honda,32,1:25.917,241.768
18,7,Olivier Panis,Prost Peugeot,31,1:25.953,241.666
5,8,Alessandro Zanardi,Williams Supertec,51,1:26.047,241.402
1,9,Mika Hakkinen,McLaren Mercedes,24,1:26.060,241.366
17,10,Johnny Herbert,Stewart Ford,18,1:26.253,240.826
22,11,Jacques Villeneuve,BAR Supertec,48,1:26.338,240.589
7,12,Damon Hill,Jordan Mugen Honda,41,1:26.342,240.578
4,13,Eddie Irvine,Ferrari,48,1:26.387,240.452
19,14,Jarno Trulli,Prost Peugeot,23,1:26.493,240.158
23,15,Ricardo Zonta,BAR Supertec,24,1:26.945,238.909
10,16,Alexander Wurz,Benetton Playlife,6,1:28.338,235.142
14,17,Pedro de la Rosa,Arrows,15,1:28.516,234.669
20,18,Luca Badoer,Minardi Ford,10,1:28.914,233.619
15,19,Toranosuke Takagi,Arrows,12,1:29.216,232.828
