,Position,Driver,Car,Time
2,1,Alain Prost,Williams Renault,1:20.557
5,2,Michael Schumacher,Benetton Ford,1:21.190
8,3,Ayrton Senna,McLaren Ford,1:21.552
0,4,Damon Hill,Williams Renault,1:21.825
27,5,Jean Alesi,Ferrari,1:21.948
6,6,Riccardo Patrese,Benetton Ford,1:22.117
28,7,Gerhard Berger,Ferrari,1:22.394
29,8,Karl Wendlinger,Sauber,1:22.477
7,9,Michael Andretti,McLaren Ford,1:22.994
20,10,Erik Comas,Larrousse Lamborghini,1:23.246
30,11,Jyrki Jarvilehto,Sauber,1:23.715
9,12,Derek Warwick,Footwork Mugen Honda,1:23.749
25,13,Martin Brundle,Ligier Renault,1:23.786
12,14,Johnny Herbert,Lotus Ford,1:23.812
19,15,Philippe Alliot,Larrousse Lamborghini,1:23.907
14,16,Rubens Barrichello,Jordan Hart,1:24.086
23,17,Christian Fittipaldi,Minardi Ford,1:24.298
10,18,Aguri Suzuki,Footwork Mugen Honda,1:24.524
4,19,Andrea de Cesaris,Tyrrell Yamaha,1:24.544
11,20,Alessandro Zanardi,Lotus Ford,1:24.888
26,21,Mark Blundell,Ligier Renault,1:24.972
3,22,Ukyo Katayama,Tyrrell Yamaha,1:25.236
15,23,Thierry Boutsen,Jordan Hart,1:25.267
21,24,Michele Alboreto,Lola Ferrari,1:26.444
24,25,Fabrizio Barbazza,Minardi Ford,1:26.582
22,26,Luca Badoer,Lola Ferrari,1:29.613
