,Position,Driver,Car,Time
18,1,Jim Clark,Lotus Climax,2:20.200
2,2,Graham Hill,BRM,2:20.900
8,3,Dan Gurney,Lotus Climax,2:21.700
16,4,John Surtees,Ferrari,2:21.900
6,5,Jack Brabham,Lotus Climax,2:21.900
10,6,Bruce McLaren,Cooper Climax,2:22.500
20,7,Trevor  Taylor ,Lotus Climax,2:23.700
12,8,Tony Maggs,Cooper Climax,2:24.400
32,9,Innes Ireland,Lotus BRM,2:25.100
36,10,Jo Siffert,Lotus BRM,2:25.200
44,11,Jo Bonnier,Cooper Climax,2:25.700
4,12,Richie Ginther,BRM,2:25.900
42,13,Phil Hill,Lotus BRM,2:27.700
28,14,Maurice  Trintignant,Lola Climax,2:28.300
30,15,Chris Amon,Lola Climax,2:30.500
34,16,Jim  Hall ,Lotus BRM,2:30.900
48,17,Masten Gregory,Lotus BRM,2:33.200
38,18,Tony  Settember ,Scirocco BRM,2:36.700
46,19,Lorenzo Bandini,Cooper Climax,2:37.800
