,Position,Driver,Car,Time
5,1,Sebastian Vettel,RBR Renault,1:23.919
6,2,Mark Webber,RBR Renault,1:24.035
8,3,Fernando Alonso,Ferrari,1:24.111
1,4,Jenson Button,McLaren Mercedes,1:24.675
7,5,Felipe Massa,Ferrari,1:24.837
4,6,Nico Rosberg,Mercedes,1:24.884
3,7,Michael Schumacher,Mercedes,1:24.927
9,8,Rubens Barrichello,Williams Cosworth,1:25.217
11,9,Robert Kubica,Renault,1:25.372
14,10,Adrian Sutil,Force India Mercedes,1:26.036
2,11,Lewis Hamilton,McLaren Mercedes,1:25.184
16,12,Sebastien Buemi,STR Ferrari,1:25.638
15,13,Vitantonio Liuzzi,Force India Mercedes,1:25.743
22,14,Pedro de la Rosa,Sauber Ferrari,1:25.747
10,15,Nico Hulkenberg,Williams Cosworth,1:25.748
23,16,Kamui Kobayashi,Sauber Ferrari,1:25.777
17,17,Jaime Alguersuari,STR Ferrari,1:26.089
12,18,Vitaly Petrov,Renault,1:26.471
19,19,Heikki Kovalainen,Lotus Cosworth,1:28.797
18,20,Jarno Trulli,Lotus Cosworth,1:29.111
21,21,Bruno Senna,HRT Cosworth,1:30.526
20,22,Karun Chandhok,HRT Cosworth,1:30.613
