,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,RBR Renault,1:24.774,1:24.096,1:23.919,19
6,2,Mark Webber,RBR Renault,1:25.286,1:24.276,1:24.035,20
8,3,Fernando Alonso,Ferrari,1:25.082,1:24.335,1:24.111,22
1,4,Jenson Button,McLaren Mercedes,1:24.897,1:24.531,1:24.675,19
7,5,Felipe Massa,Ferrari,1:25.548,1:25.010,1:24.837,24
4,6,Nico Rosberg,Mercedes,1:24.788,1:24.788,1:24.884,26
3,7,Michael Schumacher,Mercedes,1:25.351,1:24.871,1:24.927,24
9,8,Rubens Barrichello,Williams Cosworth,1:25.702,1:25.085,1:25.217,20
11,9,Robert Kubica,Renault,1:25.588,1:25.122,1:25.372,23
14,10,Adrian Sutil,Force India Mercedes,1:25.504,1:25.046,1:26.036,24
2,11,Lewis Hamilton,McLaren Mercedes,1:25.046,1:25.184,,13
16,12,Sebastien Buemi,STR Ferrari,1:26.061,1:25.638,,17
15,13,Vitantonio Liuzzi,Force India Mercedes,1:26.170,1:25.743,,19
22,14,Pedro de la Rosa,Sauber Ferrari,1:26.089,1:25.747,,15
10,15,Nico Hulkenberg,Williams Cosworth,1:25.866,1:25.748,,17
23,16,Kamui Kobayashi,Sauber Ferrari,1:26.251,1:25.777,,16
17,17,Jaime Alguersuari,STR Ferrari,1:26.095,1:26.089,,16
12,18,Vitaly Petrov,Renault,1:26.471,,,10
19,19,Heikki Kovalainen,Lotus Cosworth,1:28.797,,,9
18,20,Jarno Trulli,Lotus Cosworth,1:29.111,,,8
24,21,Timo Glock,Virgin Cosworth,1:29.592,,,8
25,22,Lucas di Grassi,Virgin Cosworth,1:30.185,,,8
21,23,Bruno Senna,HRT Cosworth,1:30.526,,,10
20,24,Karun Chandhok,HRT Cosworth,1:30.613,,,10
