,Position,Driver,Car,Time / Gap,Laps
11,1,Robert Kubica,Renault,1:26.927,22
4,2,Nico Rosberg,Mercedes,+0.199s,18
1,3,Jenson Button,McLaren Mercedes,+0.555s,22
7,4,Felipe Massa,Ferrari,+0.584s,18
5,5,Sebastian Vettel,RBR Renault,+0.759s,23
8,6,Fernando Alonso,Ferrari,+0.820s,21
2,7,Lewis Hamilton,McLaren Mercedes,+0.866s,22
16,8,Sebastien Buemi,STR Ferrari,+1.087s,21
12,9,Vitaly Petrov,Renault,+1.187s,25
15,10,Vitantonio Liuzzi,Force India Mercedes,+1.265s,18
14,11,Paul di Resta,Force India Mercedes,+1.610s,25
3,12,Michael Schumacher,Mercedes,+1.623s,19
17,13,Jaime Alguersuari,STR Ferrari,+1.645s,21
6,14,Mark Webber,RBR Renault,+1.756s,22
22,15,Pedro de la Rosa,Sauber Ferrari,+2.538s,13
9,16,Rubens Barrichello,Williams Cosworth,+2.785s,18
10,17,Nico Hulkenberg,Williams Cosworth,+3.322s,26
23,18,Kamui Kobayashi,Sauber Ferrari,+4.661s,5
18,19,Jarno Trulli,Lotus Cosworth,+4.725s,13
19,20,Heikki Kovalainen,Lotus Cosworth,+4.727s,26
25,21,Lucas di Grassi,Virgin Cosworth,+5.904s,25
21,22,Bruno Senna,HRT Cosworth,+6.474s,24
20,23,Karun Chandhok,HRT Cosworth,+7.324s,19
24,24,Timo Glock,Virgin Cosworth,+7.998s,8
