,Position,Driver,Car,Laps,Time,Points
1,1,Jenson Button,McLaren Mercedes,58,1:33:36.531,25
11,2,Robert Kubica,Renault,58,+12.034s,18
7,3,Felipe Massa,Ferrari,58,+14.488s,15
8,4,Fernando Alonso,Ferrari,58,+16.304s,12
4,5,Nico Rosberg,Mercedes,58,+16.683s,10
2,6,Lewis Hamilton,McLaren Mercedes,58,+29.898s,8
15,7,Vitantonio Liuzzi,Force India Mercedes,58,+59.847s,6
9,8,Rubens Barrichello,Williams Cosworth,58,+60.536s,4
6,9,Mark Webber,RBR Renault,58,+67.319s,2
3,10,Michael Schumacher,Mercedes,58,+69.391s,1
17,11,Jaime Alguersuari,STR Ferrari,58,+71.301s,0
22,12,Pedro de la Rosa,Sauber Ferrari,58,+74.084s,0
19,13,Heikki Kovalainen,Lotus Cosworth,56,+2 laps,0
20,14,Karun Chandhok,HRT Cosworth,53,+5 laps,0
24,NC,Timo Glock,Virgin Cosworth,41,DNF,0
25,NC,Lucas di Grassi,Virgin Cosworth,26,DNF,0
5,NC,Sebastian Vettel,RBR Renault,25,DNF,0
14,NC,Adrian Sutil,Force India Mercedes,9,DNF,0
12,NC,Vitaly Petrov,Renault,9,DNF,0
21,NC,Bruno Senna,HRT Cosworth,4,DNF,0
16,NC,Sebastien Buemi,STR Ferrari,0,DNF,0
10,NC,Nico Hulkenberg,Williams Cosworth,0,DNF,0
23,NC,Kamui Kobayashi,Sauber Ferrari,0,DNF,0
18,NC,Jarno Trulli,Lotus Cosworth,,DNS,0
