,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Mark Webber,RBR Renault,47,1:28.358,216.061
4,2,Nico Rosberg,Mercedes,53,1:28.489,215.742
2,3,Lewis Hamilton,McLaren Mercedes,47,1:28.506,215.700
3,4,Michael Schumacher,Mercedes,58,1:29.185,214.058
9,5,Rubens Barrichello,Williams Cosworth,58,1:29.210,213.998
1,6,Jenson Button,McLaren Mercedes,52,1:29.291,213.804
7,7,Felipe Massa,Ferrari,52,1:29.537,213.216
11,8,Robert Kubica,Renault,52,1:29.570,213.138
15,9,Vitantonio Liuzzi,Force India Mercedes,55,1:29.685,212.865
8,10,Fernando Alonso,Ferrari,47,1:29.707,212.812
17,11,Jaime Alguersuari,STR Ferrari,49,1:29.713,212.798
22,12,Pedro de la Rosa,Sauber Ferrari,54,1:30.587,210.745
5,13,Sebastian Vettel,RBR Renault,22,1:31.556,208.515
19,14,Heikki Kovalainen,Lotus Cosworth,52,1:33.638,203.878
24,15,Timo Glock,Virgin Cosworth,37,1:34.230,202.597
20,16,Karun Chandhok,HRT Cosworth,48,1:35.045,200.860
25,17,Lucas di Grassi,Virgin Cosworth,17,1:36.607,197.613
12,18,Vitaly Petrov,Renault,6,1:43.132,185.110
14,19,Adrian Sutil,Force India Mercedes,6,1:43.223,184.947
21,20,Bruno Senna,HRT Cosworth,4,2:27.276,129.626
