,Position,Driver,Car,Laps,Time,Points
1,1,Graham Hill,BRM,110,2:19:22.100,9
2,2,Richie Ginther,BRM,110,+34.300s,6
8,3,Jim Clark,Lotus Climax,109,+1 lap,4
5,4,Jack Brabham,Brabham Climax,108,+2 laps,3
24,5,Lorenzo Bandini,Ferrari,106,+4 laps,2
12,6,Carel Godin de Beaufort ,Porsche,99,+11 laps,1
21,7,Peter Broeker ,Stebro Ford,88,+22 laps,0
11,8,Jo Bonnier,Cooper Climax,85,+25 laps,0
23,9,John Surtees,Ferrari,82,DNF,0
16,10,Jim  Hall ,Lotus BRM,76,DNF,0
3,11,Bruce McLaren,Cooper Climax,74,DNF,0
14,NC,Jo Siffert,Lotus BRM,56,DNF,0
18,NC,Rodger Ward,Lotus BRM,44,DNF,0
4,NC,Tony Maggs,Cooper Climax,44,DNF,0
6,NC,Dan Gurney,Brabham Climax,42,DNF,0
10,NC,Pedro Rodriguez,Lotus Climax,36,DNF,0
9,NC,Trevor  Taylor ,Lotus Climax,24,DNF,0
17,NC,Masten Gregory,Lola Climax,14,DNF,0
22,NC,Hap  Sharp ,Lotus BRM,6,DNF,0
25,NC,Phil Hill,ATS,4,DNF,0
26,NC,Giancarlo Baghetti,ATS,0,DNF,0
