,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:39.008,13
44,2,Lewis Hamilton,Mercedes,+0.232s,13
7,3,Kimi Räikkönen,Ferrari,+1.148s,13
1,4,Sebastian Vettel,Red Bull Racing Renault,+1.379s,14
27,5,Nico Hulkenberg,Force India Mercedes,+1.515s,15
3,6,Daniel Ricciardo,Red Bull Racing Renault,+1.678s,14
14,7,Fernando Alonso,Ferrari,+1.728s,14
19,8,Felipe Massa,Williams Mercedes,+1.773s,20
77,9,Valtteri Bottas,Williams Mercedes,+1.883s,20
11,10,Sergio Perez,Force India Mercedes,+2.021s,15
26,11,Daniil Kvyat,STR Renault,+2.174s,18
25,12,Jean-Eric Vergne,STR Renault,+2.433s,18
99,13,Adrian Sutil,Sauber Ferrari,+2.544s,15
21,14,Esteban Gutierrez ,Sauber Ferrari,+3.033s,17
8,15,Romain Grosjean,Lotus Renault,+3.741s,16
13,16,Pastor Maldonado,Lotus Renault,+4.531s,20
4,17,Max Chilton,Marussia Ferrari,+4.969s,16
17,18,Jules Bianchi,Marussia Ferrari,+5.162s,18
9,19,Marcus Ericsson,Caterham Renault,+5.449s,12
10,20,Kamui Kobayashi,Caterham Renault,+7.007s,7
22,21,Jenson Button,McLaren Mercedes,+26.547s,4
20,22,Kevin Magnussen,McLaren Mercedes,,5
