,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:40.691,19
7,2,Kimi Räikkönen,Ferrari,+0.152s,20
6,3,Nico Rosberg,Mercedes,+0.337s,19
22,4,Jenson Button,McLaren Mercedes,+0.420s,20
20,5,Kevin Magnussen,McLaren Mercedes,+0.583s,18
25,6,Jean-Eric Vergne,STR Renault,+0.711s,15
1,7,Sebastian Vettel,Red Bull Racing Renault,+0.832s,9
27,8,Nico Hulkenberg,Force India Mercedes,+0.951s,19
19,9,Felipe Massa,Williams Mercedes,+0.995s,23
77,10,Valtteri Bottas,Williams Mercedes,+1.139s,22
14,11,Fernando Alonso,Ferrari,+1.232s,14
3,12,Daniel Ricciardo,Red Bull Racing Renault,+1.426s,20
99,13,Adrian Sutil,Sauber Ferrari,+1.674s,21
26,14,Daniil Kvyat,STR Renault,+2.178s,21
21,15,Esteban Gutierrez ,Sauber Ferrari,+2.213s,23
17,16,Jules Bianchi,Marussia Ferrari,+3.134s,18
9,17,Marcus Ericsson,Caterham Renault,+5.084s,24
4,18,Max Chilton,Marussia Ferrari,+6.220s,10
10,19,Kamui Kobayashi,Caterham Renault,+10.489s,5
11,20,Sergio Perez,Force India Mercedes,,2
13,21,Pastor Maldonado,Lotus Renault,,2
8,22,Romain Grosjean,Lotus Renault,,4
