,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:57.202,1:59.041,1:59.431,22
1,2,Sebastian Vettel,Red Bull Racing Renault,1:57.654,1:59.399,1:59.486,20
6,3,Nico Rosberg,Mercedes,1:57.183,1:59.445,2:00.050,23
14,4,Fernando Alonso,Ferrari,1:58.889,2:01.356,2:00.175,22
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:58.913,2:00.147,2:00.541,20
7,6,Kimi Räikkönen,Ferrari,1:59.257,2:01.532,2:01.218,21
27,7,Nico Hulkenberg,Force India Mercedes,1:58.883,2:00.839,2:01.712,23
20,8,Kevin Magnussen,McLaren Mercedes,2:00.358,2:02.094,2:02.213,20
25,9,Jean-Eric Vergne,STR Renault,2:01.689,2:02.096,2:03.078,23
22,10,Jenson Button,McLaren Mercedes,2:00.889,2:01.810,2:04.053,22
26,11,Daniil Kvyat,STR Renault,2:01.175,2:02.351,,16
21,12,Esteban Gutierrez ,Sauber Ferrari,2:01.134,2:02.369,,16
19,13,Felipe Massa,Williams Mercedes,2:00.047,2:02.460,,16
11,14,Sergio Perez,Force India Mercedes,2:00.076,2:02.511,,15
77,15,Valtteri Bottas,Williams Mercedes,1:59.709,2:02.756,,17
8,16,Romain Grosjean,Lotus Renault,2:00.202,2:02.885,,17
13,17,Pastor Maldonado,Lotus Renault,2:02.074,,,8
99,18,Adrian Sutil,Sauber Ferrari,2:02.131,,,7
17,19,Jules Bianchi,Marussia Ferrari,2:02.702,,,8
10,20,Kamui Kobayashi,Caterham Renault,2:03.595,,,8
4,21,Max Chilton,Marussia Ferrari,2:04.388,,,8
9,22,Marcus Ericsson,Caterham Renault,2:04.407,,,7
