,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:39.909,30
7,2,Kimi Räikkönen,Ferrari,+0.035s,30
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.061s,30
44,4,Lewis Hamilton,Mercedes,+0.142s,32
14,5,Fernando Alonso,Ferrari,+0.194s,29
19,6,Felipe Massa,Williams Mercedes,+0.203s,34
3,7,Daniel Ricciardo,Red Bull Racing Renault,+0.367s,29
22,8,Jenson Button,McLaren Mercedes,+0.719s,28
77,9,Valtteri Bottas,Williams Mercedes,+0.729s,35
27,10,Nico Hulkenberg,Force India Mercedes,+0.782s,34
25,11,Jean-Eric Vergne,STR Renault,+0.868s,33
20,12,Kevin Magnussen,McLaren Mercedes,+1.105s,20
99,13,Adrian Sutil,Sauber Ferrari,+1.348s,28
26,14,Daniil Kvyat,STR Renault,+1.416s,32
21,15,Esteban Gutierrez ,Sauber Ferrari,+1.498s,34
11,16,Sergio Perez,Force India Mercedes,+1.762s,25
8,17,Romain Grosjean,Lotus Renault,+2.622s,14
4,18,Max Chilton,Marussia Ferrari,+3.729s,20
17,19,Jules Bianchi,Marussia Ferrari,+3.843s,29
9,20,Marcus Ericsson,Caterham Renault,+5.794s,31
